,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/20-kingfisher-pl-west-pennant-hills-nsw-2125-2128587,"20 Kingfisher Pl, West Pennant Hills",4,3,2,202m2,2366m2,$2.00M,$2.20M,$1250/w,$1400/w,House 1995 202m2 2366m2 Residential - A 223/807356 ,06 Mar 2019 Sold ,22 Feb 2019 Sold $1.88M,08 Apr 2005 Sold $840k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/4-jadchalm-st-west-pennant-hills-nsw-2125-13414544,"4 Jadchalm St, West Pennant Hills",4,2,1,,790m2,$1.30M,$1.40M,$425/w,$500/w,House 1980 790m2 Residential - A 14/DP31856 ,21 Feb 2019 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/81-new-farm-rd-west-pennant-hills-nsw-2125-8156223,"81 New Farm Rd, West Pennant Hills",5,4,2,423m2,980m2,$2.40M,$2.60M,$575/w,$650/w,House 1991 423m2 980m2 Residence Residential - A 81/29637 ,18 Feb 2019 Sold $2.45M,30 Apr 2010 Sold $710k,13 Jul 1994 Sold $215k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/6a-the-hermitage-west-pennant-hills-nsw-2125-20716487,"6a The Hermitage, West Pennant Hills",-,-,-,,,$1.30M,$1.40M,$575/w,$650/w,House ,16 Feb 2019 Sold $1.19M,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/36-new-line-rd-west-pennant-hills-nsw-2125-11991977,"36 New Line Rd, West Pennant Hills",4,2,2,217m2,514m2,$1.20M,$1.30M,$650/w,$750/w,House 2007 217m2 514m2 Residence Residential - A 1/1105455 ,13 Feb 2019 Sold $1.16M,"04 Dec 2018 Listed for Sale $1,155,000",07 Oct 2011 Sold $730k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/212-highs-rd-west-pennant-hills-nsw-2125-13636129,"212 Highs Rd, West Pennant Hills",4,2,2,340m2,1336m2,$1.50M,$1.60M,$750/w,$850/w,House 1999 340m2 1336m2 Residential - A 302/DP870511 ,13 Feb 2019 Sold $1.35M,26 Sep 2018 Listed for Sale SOLD by Gordon Jovic,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/29-boyd-ave-west-pennant-hills-nsw-2125-13276945,"29 Boyd Ave, West Pennant Hills",3,1,1,,752m2,$1.20M,$1.30M,$650/w,$750/w,House 1980 752m2 Residence Residential - A 22/29865 ,10 Feb 2019 Sold ,15 Dec 2011 Sold $785k,21 Apr 1994 Sold $185k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/537-pennant-hills-rd-west-pennant-hills-nsw-2125-12677132,"537 Pennant Hills Rd, West Pennant Hills",-,-,-,,,$1.20M,$1.30M,$650/w,$750/w,House Residential - A 20/810037 ,05 Feb 2019 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/133-victoria-rd-west-pennant-hills-nsw-2125-13212264,"133 Victoria Rd, West Pennant Hills",4,2,3,160m2,872m2,$1.20M,$1.30M,$750/w,$850/w,House 1960 160m2 872m2 Residential - A 12/27379 ,03 Feb 2019 Sold $1.20M,"29 Jan 2019 Listed for Sale $1,200,000",06 Mar 2018 Sold 
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/22-dean-st-west-pennant-hills-nsw-2125-13421582,"22 Dean St, West Pennant Hills",3,1,1,,763m2,$1.10M,$1.20M,$425/w,$500/w,House 1980 763m2 Residential - A 1/DP25546 ,01 Feb 2019 Sold ,14 Mar 1986 Sold $86k,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/1-129-aiken-rd-west-pennant-hills-nsw-2125-9132386,"1/129 Aiken Rd, West Pennant Hills",4,2,2,185m2,384m2,$1.20M,$1.30M,$650/w,$750/w,House 2001 185m2 384m2 Residence Residential - A 17/286111 ,01 Feb 2019 Sold $1.05M,07 Jul 2010 Sold $725k,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/2-the-croft-way-west-pennant-hills-nsw-2125-20548575,"2 The Croft Way, West Pennant Hills",5,4,2,,1208m2,$1.80M,$2.00M,$650/w,$750/w,House 1988 1208m2 ,30 Jan 2019 Sold $2.00M,30 Jan 2019 Sold $2.00M,"28 Aug 2018 Listed for Sale $2,000,000"
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/94-oratava-ave-west-pennant-hills-nsw-2125-9179897,"94 Oratava Ave, West Pennant Hills",4,3,4,,948m2,$1.50M,$1.60M,$750/w,$850/w,House 1990 948m2 Residence Residential - A 305/706099 ,25 Jan 2019 Sold $1.31M,10 Dec 2012 Sold $880k,28 Jun 1991 Sold $240k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/5-the-glade-west-pennant-hills-nsw-2125-20715605,"5 The Glade, West Pennant Hills",-,-,-,,,$1.80M,$2.00M,$750/w,$850/w,House ,24 Jan 2019 Sold $1.72M,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/87-aiken-rd-west-pennant-hills-nsw-2125-12726858,"87 Aiken Rd, West Pennant Hills",5,4,2,164m2,816m2,$1.50M,$1.60M,$650/w,$750/w,House 1985 164m2 816m2 Residential - A 70/DP708698 ,22 Jan 2019 Sold $1.22M,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/118-castle-hill-rd-west-pennant-hills-nsw-2125-4978238,"118 Castle Hill Rd, West Pennant Hills",3,1,2,243m2,714m2,$989k,$1.21M,,,House 1960 243m2 714m2 Residence Residential - A 1/503985 ,22 Jan 2019 Sold $900k,"05 Oct 2018 Listed for Sale $925,000 - $975,000",18 May 2017 Sold 
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/116-victoria-rd-west-pennant-hills-nsw-2125-13632822,"116 Victoria Rd, West Pennant Hills",3,1,1,100m2,1333m2,$900k,$1.00M,$575/w,$650/w,House 1960 100m2 1333m2 Residential - A 12/23269 ,17 Jan 2019 Sold $860k,01 Aug 2016 Listed for Sale AUCTION,15 Jan 2014 Sold $950k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/188-highs-rd-west-pennant-hills-nsw-2125-13469728,"188 Highs Rd, West Pennant Hills",4,2,2,,853m2,$1.40M,$1.50M,$750/w,$850/w,House 1975 853m2 Residential - A 2/DP790083 ,16 Jan 2019 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/32-oakes-rd-west-pennant-hills-nsw-2125-2506296,"32 Oakes Rd, West Pennant Hills",5,2,2,,929m2,$1.40M,$1.50M,$750/w,$850/w,House 1983 929m2 Residence Residential - A 5/242673 ,16 Jan 2019 Sold ,07 Jan 2014 Sold $940k,05 Mar 2010 Sold $660k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/3-rosella-way-west-pennant-hills-nsw-2125-12789837,"3 Rosella Way, West Pennant Hills",4,3,6,355m2,800m2,$2.20M,$2.40M,$650/w,$750/w,House 1987 355m2 800m2 Residential - A 123/739893 ,11 Jan 2019 Sold $2.05M,19 Nov 2018 Listed for Sale SOLD,30 Sep 2013 Sold $1.31M
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/45-glenhope-rd-west-pennant-hills-nsw-2125-4543558,"45 Glenhope Rd, West Pennant Hills",4,4,3,439m2,1040m2,$2.40M,$2.60M,$650/w,$750/w,House 2005 439m2 1040m2 Residence Residential - A 101/1003342 ,11 Jan 2019 Sold ,06 Oct 2017 Sold $2.78M,12 Jul 2017 Listed for Sale Sold
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/8-plumtree-ct-west-pennant-hills-nsw-2125-4807529,"8 Plumtree Ct, West Pennant Hills",3,4,2,359m2,1572m2,$2.40M,$2.60M,$650/w,$750/w,House 2002 359m2 1572m2 Residential - A 4/883042 ,07 Jan 2019 Sold ,05 Jul 1999 Sold $270k,25 May 1999 Sold $270k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/5-23-glenvale-cl-west-pennant-hills-nsw-2125-5819193,"5/23 Glenvale Cl, West Pennant Hills",4,2,2,207m2,276m2,$1.10M,$1.20M,$650/w,$750/w,House 1999 207m2 276m2 Residence Residential - A 5/285115 ,03 Jan 2019 Sold $1.15M,17 Dec 2018 Listed for Sale For Sale,06 Jan 2012 Sold $690k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/58-new-farm-rd-west-pennant-hills-nsw-2125-2130332,"58 New Farm Rd, West Pennant Hills",4,2,3,,1524m2,$1.40M,$1.50M,$850/w,$950/w,House 1997 1524m2 Residential - A 16/29637 ,01 Jan 2019 Sold $1.12M,30 Jul 2018 Listed for Sale SOLD,30 Mar 2007 Sold $720k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/12-lonsdale-pl-west-pennant-hills-nsw-2125-4608131,"12 Lonsdale Pl, West Pennant Hills",4,3,3,,1582m2,$2.80M,$3.00M,$750/w,$850/w,House 2001 1582m2 Residence Residential - A 8/DP786543 ,01 Jan 2019 Sold $2.30M,30 Oct 2018 Listed for Sale undefined,14 Dec 2001 Sold $995k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/34-merelynne-ave-west-pennant-hills-nsw-2125-13224579,"34 Merelynne Ave, West Pennant Hills",4,2,2,,849m2,$1.60M,$1.80M,$950/w,$1100/w,House 1982 849m2 Residential - A 505/DP776615 ,21 Dec 2018 Sold $1.43M,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/1-highs-rd-west-pennant-hills-nsw-2125-2463187,"1 Highs Rd, West Pennant Hills",6,4,3,674m2,2241m2,$3.25M,$3.50M,$750/w,$850/w,House 2011 674m2 2241m2 Vacant Land Residential - A 21/1064958 ,21 Dec 2018 Sold $2.80M,30 Jun 2014 Sold ,21 Dec 2009 Sold $610k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/10-kristen-pl-west-pennant-hills-nsw-2125-4516441,"10 Kristen Pl, West Pennant Hills",4,3,3,343m2,1359m2,$2.00M,$2.20M,$650/w,$750/w,House 2014 343m2 1359m2 Residence Residential - A 11/773537 ,21 Dec 2018 Sold ,30 Jul 2002 Sold $685k,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/47-glenridge-ave-west-pennant-hills-nsw-2125-13215610,"47 Glenridge Ave, West Pennant Hills",5,2,2,275m2,801m2,$1.60M,$1.80M,$650/w,$750/w,House 2000 275m2 801m2 Residential - A 308/DP843040 ,20 Dec 2018 Sold ,07 Oct 1994 Sold $203k,07 Oct 1994 Sold $203k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/6-riley-ave-west-pennant-hills-nsw-2125-2094533,"6 Riley Ave, West Pennant Hills",4,3,2,,935m2,$1.60M,$1.80M,$750/w,$850/w,House 1980 935m2 Residential - A 4/259713 ,13 Dec 2018 Sold ,20 Dec 2004 Sold $740k,20 Dec 1988 Sold $395k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/21-boyd-ave-west-pennant-hills-nsw-2125-12871807,"21 Boyd Ave, West Pennant Hills",3,2,1,,770m2,$1.30M,$1.40M,$750/w,$850/w,House 1979 770m2 Residential - A 26/DP29865 ,12 Dec 2018 Sold $1.11M,21 Dec 1984 Sold $113k,24 Oct 1979 Sold $74k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/19-jacana-pl-west-pennant-hills-nsw-2125-3325956,"19 Jacana Pl, West Pennant Hills",3,2,1,45m2,2137m2,$1.80M,$2.00M,$850/w,$950/w,House 1995 45m2 2137m2 Residence Residential - A 70/785185 ,10 Dec 2018 Sold ,13 Feb 2015 Sold $685k,12 Dec 2014 Sold $1.31M
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/10-kamarooka-ave-west-pennant-hills-nsw-2125-12661673,"10 Kamarooka Ave, West Pennant Hills",4,2,2,,760m2,$1.50M,$1.60M,$650/w,$750/w,House 1993 760m2 Residential - A 10/786374 ,09 Dec 2018 Sold $1.39M,09 Nov 2018 Listed for Sale SOLD,22 Aug 2018 Listed for Sale Expressions Of Interest
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/1-clayton-pl-west-pennant-hills-nsw-2125-4534867,"1 Clayton Pl, West Pennant Hills",4,3,4,235m2,888m2,$1.60M,$1.80M,$750/w,$850/w,House 1990 235m2 888m2 Residence Residential - A 14/746625 ,03 Dec 2018 Sold $1.75M,13 Jun 2002 Sold $678k,16 Mar 1998 Sold $400k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/62-victoria-rd-west-pennant-hills-nsw-2125-13062974,"62 Victoria Rd, West Pennant Hills",3,1,1,,855m2,$1.30M,$1.40M,$750/w,$850/w,House 1972 855m2 Residential - A 2/DP376183 ,01 Dec 2018 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/53-ellerslie-dr-west-pennant-hills-nsw-2125-12819014,"53 Ellerslie Dr, West Pennant Hills",4,2,2,,968m2,$1.60M,$1.80M,$850/w,$950/w,House 1994 968m2 Residential - A 16/DP792244 ,30 Nov 2018 Sold $1.74M,22 Nov 2018 Listed for Rent $1000 pw - may inc pool and garden maint,"28 Aug 2018 Listed for Sale $1,735,000"
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/12-francis-oakes-way-west-pennant-hills-nsw-2125-13688538,"12 Francis Oakes Way, West Pennant Hills",4,2,1,,696m2,$1.80M,$2.00M,$650/w,$750/w,House 1998 696m2 Residential - A 25/DP854291 ,30 Nov 2018 Sold ,02 Jul 1997 Sold $210k,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/30-westmore-dr-west-pennant-hills-nsw-2125-13615597,"30 Westmore Dr, West Pennant Hills",4,2,2,,913m2,$1.20M,$1.30M,$575/w,$650/w,House 1976 913m2 Residential - A 64/DP252999 ,24 Nov 2018 Sold $1.14M,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/15-staley-ct-west-pennant-hills-nsw-2125-2373050,"15 Staley Ct, West Pennant Hills",5,3,2,250m2,1930m2,$2.40M,$2.60M,$950/w,$1100/w,House 1996 250m2 1930m2 Vacant Land Residential - A 714/880259 ,23 Nov 2018 Sold $4.98M,28 Jan 2009 Sold $820k,14 Dec 2006 Sold $815k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/17-staley-ct-west-pennant-hills-nsw-2125-4027929,"17 Staley Ct, West Pennant Hills",4,4,4,552m2,2421m2,$3.25M,$3.50M,$1250/w,$1400/w,House 2006 552m2 2421m2 Vacant Land Residential - A 715/880259 ,23 Nov 2018 Sold $8.01M,08 Dec 2008 Sold $1.49M,12 Sep 2001 Sold $430k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/19-staley-ct-west-pennant-hills-nsw-2125-4458379,"19 Staley Ct, West Pennant Hills",-,-,-,,2089m2,$5.78M,$8.67M,$575/w,$650/w,House 2089m2 Vacant Land Residential - A 716/880259 ,23 Nov 2018 Sold $6.91M,20 Sep 2002 Sold $590k,19 May 2000 Sold $417k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/6-wesson-rd-west-pennant-hills-nsw-2125-12779020,"6 Wesson Rd, West Pennant Hills",3,1,1,,841m2,$1.10M,$1.20M,$575/w,$650/w,House 1980 841m2 Residential - A 12/203971 ,18 Nov 2018 Sold $1.14M,29 Oct 2018 Listed for Sale For Sale,16 Apr 1998 Sold $295k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/19a-new-line-rd-west-pennant-hills-nsw-2125-17541055,"19a New Line Rd, West Pennant Hills",5,2,2,,949m2,$1.60M,$1.80M,$500/w,$575/w,House 1978 949m2 Residential - A 2/DP1156246 ,17 Nov 2018 Sold $1.60M,"22 Aug 2018 Listed for Sale $1,675,000 to   $1,750,000",
