,Link,address,Bedrooms,Bathrooms,Car spaces,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Land area,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5001-3--9-angas-st-meadowbank-nsw-2114-19720784,"5001/3-9 Angas St, Meadowbank",2,1,1,$509k,$689k,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/22-11-bay-dr-meadowbank-nsw-2114-3660501,"22/11 Bay Dr, Meadowbank",3,2,2,$900k,$1.00M,$750/w,$850/w,Apartment 2007 1160m2 Residential - A 178/SP79422 ,12 May 2015 Sold $905k,1160m2,"14 Mar 2015 Listed for Sale SOLD BEFORE AUCTION $905,000",17 Oct 2008 Sold $838k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-2-underdale-lane-meadowbank-nsw-2114-14874580,"9/2 Underdale Lane, Meadowbank",3,2,2,$898k,$1.10M,,,Unit 2008 468m2 Residential - A ,11 May 2015 Sold $866k,468m2,08 May 2015 Listed for Sale UNDER CONTRACT - INSPECTIONS CANCELLED,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/23-25-angas-st-meadowbank-nsw-2114-14103311,"23/25 Angas St, Meadowbank",3,2,2,$800k,$900k,$650/w,$750/w,Unit 2006 117m2 10526m2 Residential - A 56/SP76502 ,07 May 2015 Sold $920k,10526m2,"23 Mar 2015 Listed for Sale Offers Over $890,000",,117m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2503-11-angas-st-meadowbank-nsw-2114-19141531,"2503/11 Angas St, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Unit 2015 82m2 6528m2 Residential - A 85/SP91188 ,,6528m2,,,82m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1608-13-angas-st-meadowbank-nsw-2114-19140735,"1608/13 Angas St, Meadowbank",3,2,1,$700k,$750k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 51/SP91188 ,06 May 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2302-11-angas-st-meadowbank-nsw-2114-19141682,"2302/11 Angas St, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,Unit 2014 81m2 6528m2 Residential - A 78/SP91188 ,06 May 2015 Sold $650k,6528m2,,,81m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-2-bay-dr-meadowbank-nsw-2114-5005811,"9/2 Bay Dr, Meadowbank",3,2,2,$1.20M,$1.30M,$750/w,$850/w,Apartment 2000 323m2 3862m2 Residential - A 9/SP74803 ,14 Jun 2017 Listed for Sale Forthcoming Auction,3862m2,06 May 2015 Sold $2.01M,07 Aug 2009 Sold $1.08M,323m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/48-2-bay-dr-meadowbank-nsw-2114-5005812,"48/2 Bay Dr, Meadowbank",3,2,2,$800k,$900k,$750/w,$850/w,Unit 2000 15m2 3862m2 Residential - A 48/SP74803 ,07 Aug 2009 Sold $1.08M,3862m2,,,15m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/41-2-bay-dr-meadowbank-nsw-2114-5696286,"41/2 Bay Dr, Meadowbank",3,2,2,$800k,$900k,$750/w,$850/w,Unit 2000 30m2 3862m2 Residential - A 41/SP74803 ,06 May 2015 Sold $30k,3862m2,,,30m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3302-3--9-angas-st-meadowbank-nsw-2114-19140019,"3302/3-9 Angas St, Meadowbank",1,1,1,$513k,$627k,,,Unit 2015 57m2 6528m2 Residential - A 129/SP91188 ,05 May 2015 Sold $520k,6528m2,,,57m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1701-13-angas-st-meadowbank-nsw-2114-19584659,"1701/13 Angas St, Meadowbank",3,2,2,$1.00M,$1.10M,$650/w,$750/w,Unit 2015 109m2 6528m2 Residential - A 54/SP91188 ,05 May 2015 Sold $900k,6528m2,,,109m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3611-3--9-angas-st-meadowbank-nsw-2114-19718689,"3611/3-9 Angas St, Meadowbank",2,2,1,$640k,$866k,,,Unit 2014 6528m2 ,05 May 2015 Sold $655k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2301-11-angas-st-meadowbank-nsw-2114-19000022,"2301/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Apartment 2014 6528m2 Residential - A 77/SP91188 ,05 Jun 2016 Rented $540,6528m2,22 Feb 2016 Rented $580,01 Feb 2016 Listed for Rent $590 per week,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2506-11-angas-st-meadowbank-nsw-2114-19140498,"2506/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 87/SP91188 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2207-11-angas-st-meadowbank-nsw-2114-19142087,"2207/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 76/SP91188 ,04 May 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1703-13-angas-st-meadowbank-nsw-2114-19720166,"1703/13 Angas St, Meadowbank",2,2,-,$750k,$800k,$500/w,$575/w,Unit 2015 6528m2 ,04 May 2015 Sold $688k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5102-3--9-angas-st-meadowbank-nsw-2114-19720398,"5102/3-9 Angas St, Meadowbank",2,2,1,$622k,$842k,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6101-3--9-angas-st-meadowbank-nsw-2114-19720524,"6101/3-9 Angas St, Meadowbank",2,1,1,$490k,$599k,,,Unit 2014 6528m2 ,04 May 2015 Sold $495k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3305-3--9-angas-st-meadowbank-nsw-2114-19722862,"3305/3-9 Angas St, Meadowbank",2,2,1,$669k,$818k,,,Unit 2014 6528m2 ,04 May 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/7-2-bay-dr-meadowbank-nsw-2114-3397303,"7/2 Bay Dr, Meadowbank",3,2,2,$1.20M,$1.30M,$750/w,$850/w,Apartment 2000 168m2 3862m2 Residential - A 7/SP74803 ,04 May 2015 Sold $1.61M,3862m2,06 Nov 2014 Sold $1.61M,04 Nov 2014 Listed for Sale CONTACT AGENT,168m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/8-19-angas-st-meadowbank-nsw-2114-4248668,"8/19 Angas St, Meadowbank",3,2,2,$900k,$1.00M,$650/w,$750/w,Apartment 2007 120m2 1160m2 Residential - A 93/SP79422 ,04 May 2015 Sold $871k,1160m2,27 Mar 2009 Sold $720k,,120m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2205-11-angas-st-meadowbank-nsw-2114-19140109,"2205/11 Angas St, Meadowbank",2,2,1,$550k,$600k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 74/SP91188 ,01 May 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1208-13-angas-st-meadowbank-nsw-2114-19140727,"1208/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Apartment 2014 6528m2 Residential - A 24/SP91188 ,04 Jan 2018 Listed for Rent deposit taken,6528m2,29 Mar 2017 Rented $500,21 Feb 2017 Listed for Rent Deposit Taken,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2106-11-angas-st-meadowbank-nsw-2114-19140910,"2106/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 69/SP91188 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1101-13-angas-st-meadowbank-nsw-2114-19140996,"1101/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 9/SP91188 ,13 Apr 2016 Rented $630,6528m2,17 Mar 2016 Listed for Rent $630,01 May 2015 Sold $650k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/52-13-angas-st-meadowbank-nsw-2114-19142445,"52/13 Angas St, Meadowbank",2,1,1,$550k,$600k,$425/w,$500/w,Unit 2014 6528m2 Residential - A 52/SP91188 ,01 May 2015 Sold $505k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2502-11-angas-st-meadowbank-nsw-2114-19142727,"2502/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 84/SP91188 ,01 May 2015 Sold $645k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1509-13-angas-st-meadowbank-nsw-2114-19717045,"1509/13 Angas St, Meadowbank",2,1,1,$550k,$600k,$425/w,$500/w,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6008-3--9-angas-st-meadowbank-nsw-2114-19717405,"6008/3-9 Angas St, Meadowbank",2,2,1,$632k,$856k,,,Unit 2015 85m2 6528m2 Residential - A 184/SP91188 ,01 May 2015 Sold $645k,6528m2,,,85m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1009-13-angas-st-meadowbank-nsw-2114-19718042,"1009/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3011-3--9-angas-st-meadowbank-nsw-2114-19718852,"3011/3-9 Angas St, Meadowbank",2,2,1,$643k,$870k,,,Unit 2014 6528m2 ,01 May 2015 Sold $645k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1309-13-angas-st-meadowbank-nsw-2114-19719506,"1309/13 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Apartment 2014 6528m2 ,23 Mar 2020 Listed for Rent *DEPOSIT TAKEN*,6528m2,11 Dec 2018 Listed for Rent $480,01 May 2015 Sold $500k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1202-13-angas-st-meadowbank-nsw-2114-19719887,"1202/13 Angas St, Meadowbank",2,2,2,$800k,$900k,$500/w,$575/w,Unit 2014 6528m2 ,31 Jul 2019 Listed for Rent $580,6528m2,01 May 2015 Sold $650k,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5205-3--9-angas-st-meadowbank-nsw-2114-19720160,"5205/3-9 Angas St, Meadowbank",2,2,1,$649k,$878k,,,Unit 2015 6528m2 Residential - A 173/SP91188 ,01 May 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1006-13-angas-st-meadowbank-nsw-2114-19720190,"1006/13 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2015 64m2 6528m2 ,01 May 2015 Sold $498k,6528m2,,,64m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1706-13-angas-st-meadowbank-nsw-2114-19720390,"1706/13 Angas St, Meadowbank",3,2,2,$900k,$1.00M,$650/w,$750/w,Unit 2014 110m2 6528m2 ,01 May 2015 Sold $810k,6528m2,,,110m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6108-3--9-angas-st-meadowbank-nsw-2114-19720703,"6108/3-9 Angas St, Meadowbank",2,2,1,$612k,$828k,,,Unit 2015 79m2 6528m2 Residential - A 191/SP91188 ,01 May 2015 Sold $635k,6528m2,,,79m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3301-3--9-angas-st-meadowbank-nsw-2114-19721147,"3301/3-9 Angas St, Meadowbank",2,2,1,$626k,$847k,,,Unit 2014 6528m2 ,01 May 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3210-3--9-angas-st-meadowbank-nsw-2114-19721452,"3210/3-9 Angas St, Meadowbank",2,2,1,$607k,$821k,,,Unit 2014 6528m2 ,01 May 2015 Sold $630k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3307-3--9-angas-st-meadowbank-nsw-2114-19721661,"3307/3-9 Angas St, Meadowbank",2,2,1,$647k,$876k,,,Unit 2015 80m2 6528m2 Residential - A 133/SP91188 ,,6528m2,,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3608-3--9-angas-st-meadowbank-nsw-2114-19721671,"3608/3-9 Angas St, Meadowbank",2,2,1,$669k,$905k,,,Unit 2014 6528m2 ,01 May 2015 Sold $688k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3106-3--9-angas-st-meadowbank-nsw-2114-19721680,"3106/3-9 Angas St, Meadowbank",2,2,1,$640k,$866k,,,Unit 2015 82m2 6528m2 ,01 May 2015 Sold $650k,6528m2,,,82m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2201-11-angas-st-meadowbank-nsw-2114-19722233,"2201/11 Angas St, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,Unit 2015 79m2 6528m2 Residential - A 71/SP91188 ,01 May 2015 Sold $650k,6528m2,,,79m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1603-13-angas-st-meadowbank-nsw-2114-19722272,"1603/13 Angas St, Meadowbank",2,2,1,$550k,$600k,$500/w,$575/w,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6302-3--9-angas-st-meadowbank-nsw-2114-19722306,"6302/3-9 Angas St, Meadowbank",2,1,1,$482k,$652k,,,Unit 2014 6528m2 ,01 May 2015 Sold $515k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3703-3--9-angas-st-meadowbank-nsw-2114-19722308,"3703/3-9 Angas St, Meadowbank",2,2,2,$834k,$1.13M,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6007-3--9-angas-st-meadowbank-nsw-2114-19722315,"6007/3-9 Angas St, Meadowbank",1,1,1,$521k,$636k,,,Unit 2015 58m2 6528m2 Residential - A 183/SP91188 ,01 May 2015 Sold $495k,6528m2,,,58m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1610-13-angas-st-meadowbank-nsw-2114-19722334,"1610/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2015 81m2 6528m2 Residential - A 53/SP91188 ,01 May 2015 Sold $650k,6528m2,,,81m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3105-3--9-angas-st-meadowbank-nsw-2114-19722911,"3105/3-9 Angas St, Meadowbank",2,2,1,$622k,$841k,,,Unit 2014 6528m2 ,01 May 2015 Sold $630k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3505-3--9-angas-st-meadowbank-nsw-2114-19722953,"3505/3-9 Angas St, Meadowbank",2,2,1,$626k,$847k,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1501-13-angas-st-meadowbank-nsw-2114-19775151,"1501/13 Angas St, Meadowbank",2,2,1,$550k,$600k,$425/w,$500/w,Unit 2014 6528m2 ,01 May 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/43-143-bowden-st-meadowbank-nsw-2114-4323399,"43/143 Bowden St, Meadowbank",3,2,2,$1.10M,$1.20M,$650/w,$750/w,Unit 2003 141m2 4498m2 Residential - A 43/SP71356 ,01 May 2015 Sold $1.15M,4498m2,21 Jan 2011 Sold $870k,15 Oct 2002 Sold $703k,141m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6107-3--9-angas-st-meadowbank-nsw-2114-19141439,"6107/3-9 Angas St, Meadowbank",2,1,1,$495k,$605k,,,Unit 2014 6528m2 Residential - A 190/SP91188 ,30 Apr 2015 Sold $500k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3001-3--9-angas-st-meadowbank-nsw-2114-19142836,"3001/3-9 Angas St, Meadowbank",2,2,1,$702k,$858k,,,Unit 2014 6528m2 Residential - A 98/SP91188 ,30 Apr 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3005-3--9-angas-st-meadowbank-nsw-2114-19719740,"3005/3-9 Angas St, Meadowbank",2,2,1,$605k,$819k,,,Unit 2014 6528m2 ,30 Apr 2015 Sold $630k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3509-3--9-angas-st-meadowbank-nsw-2114-19720013,"3509/3-9 Angas St, Meadowbank",2,2,1,$663k,$897k,,,Unit 2014 6528m2 ,30 Apr 2015 Sold $680k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3501-3--9-angas-st-meadowbank-nsw-2114-19722003,"3501/3-9 Angas St, Meadowbank",2,2,1,$649k,$877k,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6306-3--9-angas-st-meadowbank-nsw-2114-19722571,"6306/3-9 Angas St, Meadowbank",2,1,1,$472k,$638k,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3202-3--9-angas-st-meadowbank-nsw-2114-19722592,"3202/3-9 Angas St, Meadowbank",1,1,1,$527k,$644k,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/21-143-bowden-st-meadowbank-nsw-2114-2102417,"21/143 Bowden St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2003 60m2 4498m2 Residential - A 21/SP71356 ,03 Feb 2005 Sold $365k,4498m2,27 Nov 2003 Sold $320k,,60m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2303-11-angas-st-meadowbank-nsw-2114-19141100,"2303/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2015 80m2 6528m2 Residential - A 79/SP91188 ,29 Apr 2015 Sold $650k,6528m2,,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3308-3--9-angas-st-meadowbank-nsw-2114-19142073,"3308/3-9 Angas St, Meadowbank",2,2,1,$637k,$862k,,,Unit 2014 80m2 6528m2 Residential - A 134/SP91188 ,29 Apr 2015 Sold $650k,6528m2,,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5101-3--9-angas-st-meadowbank-nsw-2114-19719459,"5101/3-9 Angas St, Meadowbank",2,2,1,$624k,$844k,,,Unit 2014 6528m2 ,29 Apr 2015 Sold $630k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3601-3--9-angas-st-meadowbank-nsw-2114-19720319,"3601/3-9 Angas St, Meadowbank",2,2,1,$658k,$891k,,,Unit 2014 6528m2 ,29 Apr 2015 Sold $685k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3010-3--9-angas-st-meadowbank-nsw-2114-19721027,"3010/3-9 Angas St, Meadowbank",2,2,1,$607k,$821k,,,Unit 2015 82m2 6528m2 ,,6528m2,,,82m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3311-3--9-angas-st-meadowbank-nsw-2114-19141548,"3311/3-9 Angas St, Meadowbank",2,2,1,$625k,$845k,,,Unit 2014 80m2 6528m2 Residential - A 137/SP91188 ,,6528m2,,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3506-3--9-angas-st-meadowbank-nsw-2114-19722060,"3506/3-9 Angas St, Meadowbank",2,2,1,$655k,$887k,,,Unit 2014 6528m2 ,28 Apr 2015 Sold $680k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6201-3--9-angas-st-meadowbank-nsw-2114-19722482,"6201/3-9 Angas St, Meadowbank",2,1,1,$467k,$632k,,,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/31-72--78-constitution-rd-meadowbank-nsw-2114-14445042,"31/72-78 Constitution Rd, Meadowbank",2,2,1,$700k,$750k,$425/w,$500/w,Unit 2002 127m2 Residential - A ,29 Sep 2020 Listed for Rent $500 per week,127m2,09 Jun 2015 Rented $560,01 Jun 2015 Listed for Rent $560,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3607-3--9-angas-st-meadowbank-nsw-2114-19003645,"3607/3-9 Angas St, Meadowbank",2,2,1,$662k,$896k,,,Apartment 2014 79m2 6528m2 Residential - A 153/SP91188 ,27 Apr 2015 Sold $685k,6528m2,24 Nov 2013 Sold $685k,,79m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1209-13-angas-st-meadowbank-nsw-2114-19141058,"1209/13 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2014 60m2 6528m2 Residential - A 25/SP91188 ,27 Apr 2015 Sold $490k,6528m2,,,60m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1205-13-angas-st-meadowbank-nsw-2114-19720342,"1205/13 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2014 6528m2 ,,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1702-13-angas-st-meadowbank-nsw-2114-19722277,"1702/13 Angas St, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Unit 2015 79m2 6528m2 Residential - A 55/SP91188 ,,6528m2,,,79m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/71-2-underdale-lane-meadowbank-nsw-2114-16278376,"71/2 Underdale Lane, Meadowbank",1,1,1,$540k,$660k,,,Apartment 2008 61m2 468m2 Residential - A ,15 Mar 2016 Rented $490,468m2,08 Mar 2016 Listed for Rent $490/ Wk,10 Jun 2015 Rented $485,61m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6006-3--9-angas-st-meadowbank-nsw-2114-18994544,"6006/3-9 Angas St, Meadowbank",1,1,-,$516k,$631k,,,Unit 2014 6528m2 Residential - A 182/SP91188 ,24 Apr 2015 Sold $500k,6528m2,17 Apr 2015 Listed for Rent $500 Weekly,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5202-3--9-angas-st-meadowbank-nsw-2114-18998402,"5202/3-9 Angas St, Meadowbank",2,2,1,$637k,$861k,,,Apartment 2015 80m2 6528m2 Residential - A 171/SP91188 ,25 May 2015 Rented $600,6528m2,28 Apr 2015 Listed for Rent **Deposit Taken**,24 Apr 2015 Sold $650k,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3201-3--9-angas-st-meadowbank-nsw-2114-19002034,"3201/3-9 Angas St, Meadowbank",2,2,1,$625k,$845k,,,Unit 2015 80m2 6528m2 Residential - A 118/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3101-3--9-angas-st-meadowbank-nsw-2114-19002271,"3101/3-9 Angas St, Meadowbank",2,2,1,$615k,$832k,,,Apartment 2014 6528m2 Residential - A 108/SP91188 ,26 Oct 2013 Sold $640k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1510-13-angas-st-meadowbank-nsw-2114-19139577,"1510/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 44/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1506-13-angas-st-meadowbank-nsw-2114-19139613,"1506/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 40/SP91188 ,24 Apr 2015 Sold $660k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1210-13-angas-st-meadowbank-nsw-2114-19139738,"1210/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 81m2 6528m2 Residential - A 26/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,81m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1002-13-angas-st-meadowbank-nsw-2114-19139987,"1002/13 Angas St, Meadowbank",2,2,1,$550k,$600k,$425/w,$500/w,Unit 2014 6528m2 Residential - A 2/SP91188 ,24 Apr 2015 Sold $615k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1503-13-angas-st-meadowbank-nsw-2114-19140303,"1503/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2015 72m2 6528m2 Residential - A 38/SP91188 ,24 Apr 2015 Sold $645k,6528m2,,,72m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3207-3--9-angas-st-meadowbank-nsw-2114-19140324,"3207/3-9 Angas St, Meadowbank",2,2,1,$635k,$859k,,,Unit 2014 6528m2 Residential - A 123/SP91188 ,24 Apr 2015 Sold $645k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2606-11-angas-st-meadowbank-nsw-2114-19140452,"2606/11 Angas St, Meadowbank",2,2,1,$550k,$600k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 93/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1206-13-angas-st-meadowbank-nsw-2114-19140538,"1206/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2015 80m2 6528m2 Residential - A 22/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2003-11-angas-st-meadowbank-nsw-2114-19140761,"2003/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 61/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1301-13-angas-st-meadowbank-nsw-2114-19141138,"1301/13 Angas St, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,Unit 2015 81m2 6528m2 Residential - A 27/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,81m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1007-13-angas-st-meadowbank-nsw-2114-19141212,"1007/13 Angas St, Meadowbank",2,2,1,$550k,$600k,$425/w,$500/w,Unit 2014 6528m2 Residential - A 6/SP91188 ,24 Apr 2015 Sold $645k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1505-13-angas-st-meadowbank-nsw-2114-19141218,"1505/13 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2014 6528m2 Residential - A 39/SP91188 ,24 Apr 2015 Sold $530k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3110-3--9-angas-st-meadowbank-nsw-2114-19141477,"3110/3-9 Angas St, Meadowbank",2,2,1,$607k,$821k,,,Unit 2015 83m2 6528m2 Residential - A 116/SP91188 ,,6528m2,,,83m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3605-3--9-angas-st-meadowbank-nsw-2114-19141511,"3605/3-9 Angas St, Meadowbank",2,2,1,$626k,$847k,,,Unit 2014 6528m2 Residential - A 151/SP91188 ,24 Apr 2015 Sold $650k,6528m2,,,
