,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/7-bernadette-pl-baulkham-hills-nsw-2153-13003561,"7 Bernadette Pl, Baulkham Hills",5,2,2,,749m2,$1.20M,$1.30M,$650/w,$750/w,House 1988 749m2 Residential - A 547/DP773889 ,27 Apr 2019 Sold $1.19M,"01 Apr 2019 Listed for Sale Guide | $1,100,000",30 Apr 1991 Sold $255k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/3-elliott-pl-baulkham-hills-nsw-2153-13010155,"3 Elliott Pl, Baulkham Hills",4,3,2,,756m2,$1.20M,$1.30M,$500/w,$575/w,House 1983 756m2 Residential - A 234/700040 ,27 Apr 2019 Sold $1.36M,04 Jul 1987 Sold $164k,22 Sep 1983 Sold $43k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/49-mackillop-dr-baulkham-hills-nsw-2153-4808371,"49 Mackillop Dr, Baulkham Hills",4,2,2,176m2,772m2,$1.10M,$1.20M,$575/w,$650/w,House 1986 176m2 772m2 Residence Residential - A 1107/719161 ,27 Apr 2019 Sold $1.22M,28 Feb 2011 Sold $736k,03 Jun 1999 Sold $313k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/4-burrell-cres-baulkham-hills-nsw-2153-13780939,"4 Burrell Cres, Baulkham Hills",3,1,1,,473m2,$1.20M,$1.30M,$500/w,$575/w,House 1978 473m2 Residential - A 5/DP30865 ,26 Apr 2019 Sold $1.23M,,
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/27-roxborough-park-rd-baulkham-hills-nsw-2153-13476713,"27 Roxborough Park Rd, Baulkham Hills",4,3,1,,790m2,$1.00M,$1.10M,$500/w,$575/w,House 1979 790m2 Residential - A 264/228955 ,19 Apr 2019 Sold $1.00M,30 May 2007 Sold $545k,17 Mar 1987 Sold $120k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/45-christopher-st-baulkham-hills-nsw-2153-13233782,"45 Christopher St, Baulkham Hills",3,1,1,,695m2,$1.00M,$1.10M,$500/w,$575/w,House 1978 695m2 Residential - A 10/DP222378 ,18 Apr 2019 Sold $860k,,
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/15-dobson-cres-baulkham-hills-nsw-2153-13303326,"15 Dobson Cres, Baulkham Hills",4,2,2,,796m2,$1.10M,$1.20M,$500/w,$575/w,House 1978 796m2 Residential - A 17/DP31327 ,11 Sep 2019 Listed for Rent $550 per week,18 Apr 2019 Sold $990k,19 Mar 2019 Listed for Sale Sold | Jay Bacani and Manor Team
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/12-rockley-ave-baulkham-hills-nsw-2153-13253487,"12 Rockley Ave, Baulkham Hills",4,2,2,,696m2,$1.20M,$1.30M,$500/w,$575/w,House 1993 696m2 Residence Residential - A 30/235047 ,17 Apr 2019 Sold ,07 Dec 2001 Sold $367k,01 Oct 1993 Sold $191k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/514-windsor-rd-baulkham-hills-nsw-2153-2080294,"514 Windsor Rd, Baulkham Hills",4,2,2,,988m2,$1.20M,$1.30M,$650/w,$750/w,House 1986 988m2 Residential - A 7/260892 ,17 Apr 2019 Sold $1.02M,15 Dec 2004 Sold $250k,20 Mar 1989 Sold $270k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/5-mcdougall-ave-baulkham-hills-nsw-2153-8156104,"5 Mcdougall Ave, Baulkham Hills",3,1,2,112m2,695m2,$1.00M,$1.10M,$575/w,$650/w,House 1970 112m2 695m2 Residence Residential - A 448/235327 ,17 Apr 2019 Sold ,30 Apr 2010 Sold $595k,16 Nov 1998 Sold $254k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/10-davies-ct-baulkham-hills-nsw-2153-12915000,"10 Davies Ct, Baulkham Hills",4,3,2,,751m2,$1.10M,$1.20M,$575/w,$650/w,House 1981 751m2 Residential - A 6384/259958 ,16 Apr 2019 Sold $1.08M,01 Apr 2019 Listed for Sale CONTACT DANIEL SARZANO,14 Nov 1997 Sold $345k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/23-burrandong-cres-baulkham-hills-nsw-2153-13041268,"23 Burrandong Cres, Baulkham Hills",5,2,5,170m2,696m2,,,$650/w,$750/w,House 1970 170m2 696m2 Residential - A 246/DP237140 ,16 Apr 2019 Sold $1.08M,18 Feb 2019 Listed for Sale Sold by Jay Bacani and Manor Team!,11 Dec 2015 Sold $1.19M
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/19-valerie-ave-baulkham-hills-nsw-2153-13350122,"19 Valerie Ave, Baulkham Hills",6,2,2,,1158m2,$1.00M,$1.10M,$575/w,$650/w,House 1978 1158m2 Residential - A 48/DP238502 ,16 Apr 2019 Sold ,,
