,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/11-bingara-cres-bella-vista-nsw-2153-2555354,"11 Bingara Cres, Bella Vista",3,3,2,151m2,728m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 151m2 728m2 Residence Residential - A 2/807481 ,17 Jun 2014 Sold $1.02M,15 Jun 2004 Sold $600k,03 Jul 2003 Sold $500k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/18-charlemont-tce-bella-vista-nsw-2153-15720062,"18 Charlemont Tce, Bella Vista",5,4,3,,706m2,$2.00M,$2.20M,$750/w,$850/w,House 2014 706m2 Vacant Land Residential - A 2210/1157558 ,10 May 2018 Listed for Rent LEASED by Anna Marten,10 May 2018 Listed for Rent LEASED by Anna Marten,12 Jun 2014 Sold $1.88M
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/15-coorumbene-ct-bella-vista-nsw-2153-13299707,"15 Coorumbene Ct, Bella Vista",4,2,2,213m2,721m2,$1.30M,$1.40M,$650/w,$750/w,House 1995 213m2 721m2 Residential - A 24/837624 ,06 Jun 2014 Sold $1.03M,24 May 1995 Sold $149k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/5-rowanbrae-cres-bella-vista-nsw-2153-2126082,"5 Rowanbrae Cres, Bella Vista",4,3,3,347m2,700m2,$2.00M,$2.20M,$1100/w,$1250/w,House 2000 347m2 700m2 Vacant Land Residential - A 116/1032022 ,06 Jun 2014 Sold $1.60M,14 Oct 2004 Sold $1.27M,26 Jun 2002 Sold $320k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/4-bridgeview-cct-bella-vista-nsw-2153-2183500,"4 Bridgeview Cct, Bella Vista",4,3,3,302m2,638m2,$1.80M,$2.00M,$850/w,$950/w,House 2012 302m2 638m2 Residential - A 1009/1043484 ,03 Jun 2014 Sold $1.44M,03 Apr 2007 Sold ,08 Aug 2005 Sold $960k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/61-francesco-cres-bella-vista-nsw-2153-12996696,"61 Francesco Cres, Bella Vista",5,3,2,390m2,934m2,$1.50M,$1.60M,$850/w,$950/w,House 2000 390m2 934m2 Residential - A 17/1010586 ,29 Aug 2018 Listed for Rent $950 Per Week,18 Jun 2015 Listed for Rent Deposit Taken,07 Feb 2015 Rented $1.00k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/2-goldfinch-cres-bella-vista-nsw-2153-13056312,"2 Goldfinch Cres, Bella Vista",4,2,2,210m2,440m2,$1.30M,$1.40M,$750/w,$850/w,House 1997 210m2 440m2 Residential - A 59/270066 ,30 May 2014 Sold $888k,28 Jan 1998 Sold $356k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/9-mount-bank-rise-bella-vista-nsw-2153-14991973,"9 Mount Bank Rise, Bella Vista",5,3,3,361m2,720m2,$2.20M,$2.40M,$750/w,$850/w,House 2012 361m2 720m2 Residential - A 2513/1134549 ,30 May 2014 Sold $1.71M,25 Mar 2010 Sold $555k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/7-30--34-bingara-cres-bella-vista-nsw-2153-13017250,"7/30-34 Bingara Cres, Bella Vista",4,3,2,353m2,600m2,$1.20M,$1.30M,$750/w,$850/w,House 2001 353m2 600m2 Residential - A 7/270177 ,28 May 2014 Sold $987k,,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/4-waterstone-cres-bella-vista-nsw-2153-14170317,"4 Waterstone Cres, Bella Vista",3,2,2,3m2,319m2,$1.07M,$1.31M,,,House 2006 3m2 319m2 Residential - A 18/270490 ,26 May 2014 Sold $835k,06 Oct 2006 Sold $656k,
