,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Floor area,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-buna-st-ryde-nsw-2112-13766521,"6 Buna St, Ryde",5,3,2,577m2,$1.80M,$2.00M,$750/w,$850/w,House 1987 577m2 Residential - A 15/DP259418 ,10 Aug 2019 Sold $1.80M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/14-hancott-st-ryde-nsw-2112-2461797,"14 Hancott St, Ryde",2,1,1,818m2,$1.40M,$1.50M,$425/w,$500/w,House 1980 818m2 Residence Residential - A 1/14151 ,10 Aug 2019 Sold $1.28M,26 Mar 2007 Sold $555k,,19 Mar 2001 Sold $411k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-willow-cres-ryde-nsw-2112-12761905,"16 Willow Cres, Ryde",4,2,1,777m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 165m2 777m2 Residential - A T15/DP26888 ,03 Aug 2019 Sold $1.48M,28 Feb 1988 Sold $145k,165m2,28 Feb 1988 Sold $145k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-wolger-rd-ryde-nsw-2112-2475660,"15 Wolger Rd, Ryde",3,1,2,682m2,$1.50M,$1.60M,$575/w,$650/w,House 1980 682m2 Residential - A 22/11609 ,03 Aug 2019 Sold $1.19M,13 Sep 2007 Sold $520k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-badajoz-rd-ryde-nsw-2112-4445098,"24 Badajoz Rd, Ryde",3,1,-,769m2,$1.60M,$1.80M,$500/w,$575/w,House 1920 119m2 769m2 Residence Residential - A 21/9571 ,02 Aug 2019 Sold $1.40M,20 Dec 2002 Sold $540k,119m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/107-bowden-st-ryde-nsw-2112-2325214,"107 Bowden St, Ryde",3,1,1,635m2,$1.50M,$1.60M,$650/w,$750/w,House 1930 131m2 635m2 Residential - A 12/868007 ,01 Aug 2019 Sold $1.42M,"06 Mar 2015 Listed for Sale Offers Over $1,485,000",131m2,25 Aug 2006 Sold $615k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-olive-st-ryde-nsw-2112-14703663,"3 Olive St, Ryde",5,4,2,991m2,$2.20M,$2.40M,$500/w,$575/w,House 1995 219m2 991m2 Residential - A 39/DP12569 ,30 Jul 2019 Sold ,10 Nov 1982 Sold $74k,219m2,10 Nov 1982 Sold $74k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/35-fisher-ave-ryde-nsw-2112-4630190,"35 Fisher Ave, Ryde",4,3,2,663m2,$1.51M,$1.84M,$750/w,$850/w,House 1999 8m2 663m2 Residence Residential - A 258/12999 ,29 Jul 2019 Sold $1.70M,19 Dec 2016 Sold $1.95M,8m2,25 Sep 2001 Sold $548k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/53-christine-ave-ryde-nsw-2112-2257471,"53 Christine Ave, Ryde",3,1,3,537m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 537m2 Residential - A 3/38958 ,27 Jul 2019 Sold $1.31M,12 Apr 2006 Sold $605k,,14 Aug 2000 Sold $354k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-fawcett-st-ryde-nsw-2112-4227771,"29 Fawcett St, Ryde",4,1,1,695m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 695m2 Residence Residential - A 18/29029 ,27 Jul 2019 Sold $1.66M,04 May 2009 Sold $640k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19-anderson-ave-ryde-nsw-2112-9231227,"19 Anderson Ave, Ryde",3,2,1,601m2,$1.40M,$1.50M,$350/w,$425/w,House 1940 7m2 601m2 Residence Residential - A 76/10504 ,24 Jul 2019 Sold $370k,27 Jul 2010 Sold $150k,7m2,27 Nov 1981 Sold $112k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10a-aeolus-ave-ryde-nsw-2112-13930352,"10a Aeolus Ave, Ryde",4,2,2,586m2,$1.30M,$1.40M,$500/w,$575/w,House 1979 586m2 Residential - A A/DP411847 ,23 Jul 2019 Sold $1.25M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-turner-ave-ryde-nsw-2112-2155120,"5 Turner Ave, Ryde",4,2,2,622m2,$2.00M,$2.20M,$575/w,$650/w,House 1990 622m2 Residential - A 13/7793 ,20 Jul 2019 Sold $1.99M,10 Jun 2005 Sold $820k,,26 Mar 1990 Sold $180k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-acacia-ave-ryde-nsw-2112-12457228,"18 Acacia Ave, Ryde",5,3,2,620m2,$2.20M,$2.40M,$500/w,$575/w,House 1960 358m2 620m2 Residential - A 9/DP16218 ,19 Jul 2019 Sold $2.10M,07 Nov 2018 Sold $500k,358m2,08 Mar 2018 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-fawcett-st-ryde-nsw-2112-12750252,"30 Fawcett St, Ryde",5,3,2,616m2,$1.40M,$1.50M,$575/w,$650/w,House 1957 616m2 Residential - A 29/DP29029 ,18 Jul 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/61--65-lane-cove-rd-ryde-nsw-2112-20832615,"61-65 Lane Cove Rd, Ryde",-,-,-,,,,$500/w,$575/w,House ,17 Jul 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/57-argyle-ave-ryde-nsw-2112-10247049,"57 Argyle Ave, Ryde",3,1,1,521m2,$1.40M,$1.50M,$300/w,$350/w,House 1950 521m2 Residence Residential - A 52/8675 ,16 Jul 2019 Sold ,09 May 2015 Rented $660,,14 Apr 2015 Listed for Rent $660
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-baird-ave-ryde-nsw-2112-13579383,"24 Baird Ave, Ryde",3,2,2,916m2,$1.80M,$2.00M,$650/w,$750/w,House 1981 916m2 Residential - A 12/DP25962 ,16 Jul 2019 Sold $1.34M,16 Oct 2015 Sold $1.47M,,06 Jul 1981 Sold $110k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/151-quarry-rd-ryde-nsw-2112-13231640,"151 Quarry Rd, Ryde",3,1,1,657m2,$1.50M,$1.60M,$500/w,$575/w,House 1972 657m2 Residential - A 12/DP20764 ,14 Jul 2019 Sold $1.30M,"13 Jun 2019 Listed for Sale 1,298,000",,10 Jan 2019 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/37-badajoz-rd-ryde-nsw-2112-12816375,"37 Badajoz Rd, Ryde",4,3,2,708m2,$2.20M,$2.40M,$650/w,$750/w,House 1988 708m2 Residential - A 1/525641 ,13 Jul 2019 Sold $1.99M,13 Jun 2019 Listed for Sale Auction Saturday July 13th,,10 Mar 2017 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/115-north-rd-ryde-nsw-2112-2363486,"115 North Rd, Ryde",10,6,4,575m2,$2.40M,$2.60M,$575/w,$650/w,House 1950 384m2 575m2 Residence Residential - A 1/370607 ,13 Jul 2019 Sold $2.19M,"18 Apr 2018 Listed for Sale Guide $2,400,000",384m2,"01 Dec 2014 Listed for Rent $1,600"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-cross-st-ryde-nsw-2112-13253931,"3 Cross St, Ryde",4,2,2,538m2,$1.60M,$1.80M,$750/w,$850/w,House 1992 538m2 Residential - A C/396338 ,12 Jul 2019 Sold $1.58M,26 Feb 2019 Listed for Sale Sold by Joseph Mazar 0411 679 791,,10 Sep 1992 Sold $67k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/81a-bowden-st-ryde-nsw-2112-5640920,"81a Bowden St, Ryde",2,1,-,220m2,$1.00M,$1.10M,$500/w,$575/w,House 1980 220m2 Residence Residential - A 1/DP208972 ,10 Jul 2019 Sold $1,18 Dec 2009 Sold $380k,,14 Jul 1987 Sold $85k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9a-tunks-st-ryde-nsw-2112-13261004,"9a Tunks St, Ryde",3,1,2,856m2,$1.60M,$1.80M,$500/w,$575/w,House 1977 856m2 Residential - A 13/DP576170 ,03 Jul 2019 Sold $1.07M,"06 Jun 2019 Listed for Sale Price Guide $1,050,000",,21 Dec 2017 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/31-woodbine-cres-ryde-nsw-2112-13111550,"31 Woodbine Cres, Ryde",3,2,4,721m2,$1.60M,$1.80M,$575/w,$650/w,House 1979 721m2 Residential - A 72/DP10373 ,16 Sep 2019 Listed for Rent APPLICATION APPROVED,29 Jun 2019 Sold $1.54M,,29 May 2019 Listed for Sale Sold
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-ronald-ave-ryde-nsw-2112-5725734,"4 Ronald Ave, Ryde",3,2,1,381m2,$1.20M,$1.30M,$650/w,$750/w,House 1976 120m2 381m2 Residence Residential - A 511/867657 ,29 Jun 2019 Sold ,22 Sep 2006 Sold $490k,120m2,14 Nov 2001 Sold $383k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/43-charles-st-ryde-nsw-2112-13248419,"43 Charles St, Ryde",4,3,1,345m2,$2.40M,$2.60M,$650/w,$750/w,House 1981 345m2 Residential - A 21/DP8329 ,28 Jun 2019 Sold ,19 Mar 1982 Sold $74k,,28 Jul 1981 Sold $67k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-allan-ave-ryde-nsw-2112-13415868,"8 Allan Ave, Ryde",3,2,1,520m2,$1.50M,$1.60M,$575/w,$650/w,House 1981 6m2 520m2 Residential - A 111/DP10504 ,28 Jun 2019 Sold ,06 Aug 1981 Sold $79k,6m2,06 Aug 1981 Sold $79k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-18-willow-cres-ryde-nsw-2112-13901285,"8/18 Willow Cres, Ryde",3,2,2,2623m2,$898k,$1.10M,,,House 1992 167m2 2623m2 Residential - A 8/SP39376 ,27 Jun 2019 Sold ,29 May 2019 Listed for Sale Contact Agent,167m2,10 Jun 1994 Sold $245k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-willandra-st-ryde-nsw-2112-4815245,"11 Willandra St, Ryde",4,2,2,994m2,$2.00M,$2.20M,$750/w,$850/w,House 1989 994m2 Residential - A 40/13597 ,27 Jun 2019 Sold $1.46M,"02 Apr 2019 Listed for Sale For Sale $1,545,000",,14 Jan 2000 Sold $410k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/38-olive-st-ryde-nsw-2112-12743405,"38 Olive St, Ryde",5,3,2,715m2,$1.80M,$2.00M,$650/w,$750/w,House 1990 715m2 Residential - A 61/26696 ,26 Jun 2019 Sold $1.25M,21 Nov 1994 Sold $372k,,01 Jun 1990 Sold $225k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/77-church-st-ryde-nsw-2112-12920509,"77 Church St, Ryde",2,1,1,506m2,$1.30M,$1.40M,$425/w,$500/w,House 1969 506m2 Residential - A 16/DP668843 ,23 Jun 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/20-charles-st-ryde-nsw-2112-13028608,"20 Charles St, Ryde",2,1,2,520m2,$1.20M,$1.30M,$500/w,$575/w,House 1978 520m2 Residential - A 100/DP773039 ,21 Jun 2019 Sold $1.10M,03 Jun 2019 Listed for Sale SOLD - OPEN CANCELLED,,02 May 2018 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/51-higginbotham-rd-ryde-nsw-2112-13757740,"51 Higginbotham Rd, Ryde",3,1,1,720m2,$1.50M,$1.60M,$425/w,$500/w,House 1979 720m2 Residential - A 4/DP6527 ,21 Jun 2019 Sold $1.24M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-smalls-rd-ryde-nsw-2112-11041283,"17 Smalls Rd, Ryde",3,1,1,474m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 112m2 474m2 Residence Residential - A 9/38920 ,18 Jun 2019 Sold $2.30M,15 Mar 2018 Listed for Rent $695,112m2,15 Feb 2018 Sold $1.45M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/33-malvina-st-ryde-nsw-2112-13440262,"33 Malvina St, Ryde",3,1,1,1058m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 1058m2 Residential - A 1/DP542589 ,14 Jun 2019 Sold $1.14M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/31-arthur-st-ryde-nsw-2112-13421124,"31 Arthur St, Ryde",3,2,2,636m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 636m2 Residential - A 1/DP597706 ,12 Jul 2019 Listed for Rent Deposit Taken PROPERTIES WANTED Applicants Waiting,13 Jun 2019 Sold $750k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-holly-ave-ryde-nsw-2112-13824532,"2 Holly Ave, Ryde",5,4,2,600m2,$2.00M,$2.20M,$425/w,$500/w,House 1950 332m2 600m2 Residential - A 26/DP8021 ,13 Jun 2019 Sold $2.40M,03 Jun 2019 Listed for Sale Sold,332m2,28 Mar 2019 Listed for Sale Auction this Saturday
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-colebee-st-ryde-nsw-2112-19472602,"1 Colebee St, Ryde",4,2,1,256m2,$1.80M,$2.00M,$850/w,$950/w,House 2015 171m2 256m2 Residential - A 301/1175360 ,08 Jun 2019 Sold $1.68M,31 Jan 2014 Sold $926k,171m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-aeolus-ave-ryde-nsw-2112-12939911,"9 Aeolus Ave, Ryde",5,3,2,861m2,$2.60M,$2.80M,$950/w,$1100/w,House 1980 521m2 861m2 Residential - A 12/DP7159 ,07 Jun 2019 Sold $1.05M,24 Nov 2017 Sold ,521m2,26 Jan 2013 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23-christine-ave-ryde-nsw-2112-13059040,"23 Christine Ave, Ryde",3,2,2,507m2,$1.20M,$1.30M,$650/w,$750/w,House 1978 507m2 Residential - A 7/DP27976 ,06 Jun 2019 Sold $650k,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-pooley-st-ryde-nsw-2112-13044525,"10 Pooley St, Ryde",2,1,1,491m2,$1.30M,$1.40M,$425/w,$500/w,House 1979 491m2 Residential - A 62/DP26692 ,04 Jun 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-olive-st-ryde-nsw-2112-4620678,"15 Olive St, Ryde",3,1,2,575m2,$2.20M,$2.40M,$1100/w,$1250/w,House 1950 575m2 Residence Residential - A 4/26473 ,31 May 2019 Sold $2.30M,29 Sep 2017 Sold $1.63M,,25 Oct 2001 Sold $465k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/247-buffalo-rd-ryde-nsw-2112-12343969,"247 Buffalo Rd, Ryde",4,2,1,879m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 879m2 Residential - A 28/DP12555 ,25 May 2019 Sold $1.28M,21 Mar 2019 Listed for Rent $720 per week,,23 Apr 2018 Listed for Rent $730
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-sutherland-ave-ryde-nsw-2112-13111917,"5 Sutherland Ave, Ryde",4,1,1,682m2,$1.50M,$1.60M,$500/w,$575/w,House 1950 129m2 682m2 Residential - A 8/11038 ,25 May 2019 Sold $1.58M,"01 May 2019 Listed for Sale SOLD | for $1,580,000",129m2,04 Mar 1994 Sold $225k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26a-malvina-st-ryde-nsw-2112-19862707,"26a Malvina St, Ryde",4,2,2,396m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 396m2 ,25 May 2019 Sold $1.73M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-bidgee-rd-ryde-nsw-2112-2513728,"17 Bidgee Rd, Ryde",5,3,2,651m2,$2.40M,$2.60M,$950/w,$1100/w,House 2000 240m2 651m2 Residence Residential - A 13/35796 ,25 May 2019 Sold $2.20M,15 Mar 2017 Sold $2.14M,240m2,29 Jun 2011 Sold $1.24M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-cressy-rd-ryde-nsw-2112-13001327,"8 Cressy Rd, Ryde",3,1,1,890m2,$1.80M,$2.00M,$500/w,$575/w,House 1981 890m2 Residential - A 3/DP313805 ,24 May 2019 Sold ,12 May 1981 Sold $64k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-samuel-st-ryde-nsw-2112-2164400,"15 Samuel St, Ryde",3,2,2,534m2,$1.30M,$1.40M,$500/w,$575/w,House 1955 103m2 534m2 Residence Residential - A 1/866772 ,23 May 2019 Sold $1.13M,07 May 2019 Listed for Sale Contact Agent,103m2,11 Feb 2011 Sold $785k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-rocca-st-ryde-nsw-2112-4723139,"32 Rocca St, Ryde",3,2,1,759m2,$1.80M,$2.00M,$500/w,$575/w,House 1958 759m2 Residential - A 24/28522 ,22 May 2019 Sold $1.45M,21 Feb 2001 Sold $420k,,28 Nov 1995 Sold $240k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-dwyer-st-ryde-nsw-2112-13515011,"2 Dwyer St, Ryde",5,2,1,763m2,$1.60M,$1.80M,$750/w,$850/w,House 1982 763m2 Residential - A T41/DP26692 ,18 May 2019 Sold $1.27M,11 Jun 1987 Sold $173k,,09 Nov 1982 Sold $145k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/267-morrison-rd-ryde-nsw-2112-18744016,"267 Morrison Rd, Ryde",3,1,1,570m2,$1.60M,$1.80M,$650/w,$750/w,House 1979 570m2 Residential - A 6/DP20245 ,18 May 2019 Sold $1.40M,13 Jul 1979 Sold $42k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/51-gardener-ave-ryde-nsw-2112-12659747,"51 Gardener Ave, Ryde",2,1,2,853m2,$2.40M,$2.60M,$500/w,$575/w,House 1980 371m2 853m2 Residential - A 7/22717 ,15 May 2019 Sold $2.53M,16 Jul 2014 Sold $1.21M,371m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/214-buffalo-rd-ryde-nsw-2112-13499795,"214 Buffalo Rd, Ryde",5,3,4,885m2,$2.00M,$2.20M,$850/w,$950/w,House 1960 173m2 885m2 Residential - A 35/DP8709 ,11 May 2019 Sold $1.28M,,173m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-samuel-st-ryde-nsw-2112-12606155,"17 Samuel St, Ryde",3,1,1,1000m2,$1.80M,$2.00M,$750/w,$850/w,House 1978 1000m2 Residential - A 7/DP10587 ,10 May 2019 Sold $1.30M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/43-argyle-ave-ryde-nsw-2112-2493854,"43 Argyle Ave, Ryde",4,2,2,520m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 520m2 Residence Residential - A 45/8675 ,09 May 2019 Sold $1.75M,10 Apr 2019 Listed for Sale Sold by Neil Robson 0414 598 554,,16 Oct 2007 Sold $765k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-266--268-quarry-rd-ryde-nsw-2112-14114552,"7/266-268 Quarry Rd, Ryde",3,2,1,445m2,$1.10M,$1.20M,$500/w,$575/w,House 1994 106m2 445m2 Residential - A ,06 May 2019 Sold $1.01M,18 Dec 1995 Sold $275k,106m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-parry-st-ryde-nsw-2112-4060999,"18 Parry St, Ryde",2,1,3,1113m2,$1.74M,$2.35M,$425/w,$500/w,House 1980 1113m2 Residence Residential - A 114/8562 ,06 May 2019 Sold ,23 Jan 2009 Sold $880k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/170-blaxland-rd-ryde-nsw-2112-12961765,"170 Blaxland Rd, Ryde",3,2,1,770m2,$989k,$1.34M,$425/w,$500/w,House 1968 770m2 Residential - A 25/DP6046 ,02 May 2019 Sold $975k,14 Sep 2017 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-wandoo-ave-ryde-nsw-2112-2285047,"26 Wandoo Ave, Ryde",3,1,1,657m2,$1.30M,$1.40M,$425/w,$500/w,House 1960 113m2 657m2 Residence Residential - A 97/30343 ,28 Apr 2019 Sold ,20 Apr 2009 Sold $675k,113m2,19 May 2006 Sold $645k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-watt-ave-ryde-nsw-2112-13370534,"22 Watt Ave, Ryde",4,2,4,579m2,$1.60M,$1.80M,$750/w,$850/w,House 1980 579m2 Residential - A 2/DP218557 ,24 Apr 2019 Sold $1.17M,21 Dec 2018 Listed for Sale Contact Agent,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-237-blaxland-rd-ryde-nsw-2112-12333322,"2/237 Blaxland Rd, Ryde",2,1,1,1248m2,$472k,$577k,,,House 1975 77m2 1248m2 Residential - A 2/SP9091 ,23 Apr 2019 Sold $498k,"29 Jan 2019 Listed for Sale For Sale - $499,000",77m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13-suttor-ave-ryde-nsw-2112-12524213,"13 Suttor Ave, Ryde",3,1,2,659m2,$1.60M,$1.80M,$575/w,$650/w,House 1980 659m2 Residential - A 32/11918 ,18 Apr 2019 Sold $1.35M,28 Oct 1994 Sold $317k,,21 Sep 1981 Sold $65k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/107-quarry-rd-ryde-nsw-2112-12629802,"107 Quarry Rd, Ryde",4,1,1,679m2,$1.50M,$1.60M,$575/w,$650/w,House 1960 128m2 679m2 Residential - A 65/DP12670 ,13 Apr 2019 Sold $1.17M,19 Mar 1979 Sold $44k,128m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/28-bowden-st-ryde-nsw-2112-13554790,"28 Bowden St, Ryde",5,2,2,607m2,$1.60M,$1.80M,$575/w,$650/w,House 1982 607m2 Residential - A B/DP320296 ,13 Apr 2019 Sold $1.44M,16 Feb 1984 Sold $36k,,12 Oct 1982 Sold $80k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-thorn-st-ryde-nsw-2112-2306417,"11 Thorn St, Ryde",2,1,1,499m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 499m2 Residential - A 15/10365 ,13 Apr 2019 Sold $1.64M,14 Jul 2006 Sold $539k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1a-margaret-st-ryde-nsw-2112-4626929,"1a Margaret St, Ryde",3,2,3,512m2,$1.30M,$1.40M,$575/w,$650/w,House 1960 165m2 512m2 Residence Residential - A B/157939 ,12 Apr 2019 Sold $1.15M,"29 Nov 2018 Listed for Sale NOW SELLING | Asking Price $1,290,000",165m2,29 Jun 2016 Sold $55k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/21-watts-rd-ryde-nsw-2112-4748193,"21 Watts Rd, Ryde",4,2,2,575m2,$1.40M,$1.50M,$650/w,$750/w,House 1980 126m2 575m2 Residential - A 2/30344 ,12 Apr 2019 Sold $1.25M,15 Nov 2018 Listed for Sale SOLD,126m2,09 Jul 2013 Sold $845k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-willow-cres-ryde-nsw-2112-12668207,"11 Willow Cres, Ryde",3,1,1,518m2,$1.30M,$1.40M,$575/w,$650/w,House 1979 518m2 Residential - A 7/DP26888 ,10 Apr 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24b-bowden-st-ryde-nsw-2112-14000928,"24b Bowden St, Ryde",4,2,2,300m2,$1.37M,$2.06M,,,House 1970 300m2 Residential - A 11/DP5887 ,08 Apr 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-kells-rd-ryde-nsw-2112-13546231,"24 Kells Rd, Ryde",4,2,2,538m2,$1.40M,$1.50M,$500/w,$575/w,House 1979 538m2 Residential - A F/DP27718 ,06 Apr 2019 Sold $1.20M,04 May 2017 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-25-wandoo-ave-ryde-nsw-2112-2511560,"2/25 Wandoo Ave, Ryde",3,2,1,1815m2,$1.30M,$1.40M,$650/w,$750/w,House 1995 131m2 1815m2 Residential - A 2/SP51642 ,05 Apr 2019 Sold ,01 Apr 2019 Listed for Rent Deposit Taken,131m2,01 Apr 2019 Listed for Rent Deposit Taken
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/84-higginbotham-rd-ryde-nsw-2112-4455252,"84 Higginbotham Rd, Ryde",3,2,2,506m2,$1.50M,$1.60M,$650/w,$750/w,House 1990 114m2 506m2 Residence Residential - A 1/865625 ,05 Apr 2019 Sold $1.38M,30 Jan 2019 Listed for Sale Sold by Neil Robson 0414 598 554,114m2,24 Apr 2014 Sold $960k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13--19-warren-st-ryde-nsw-2112-20770077,"13-19 Warren St, Ryde",-,-,-,,$1.50M,$1.60M,$500/w,$575/w,House ,04 Apr 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-providence-rd-ryde-nsw-2112-2150023,"26 Providence Rd, Ryde",4,2,1,552m2,$1.60M,$1.80M,$850/w,$950/w,House 1981 552m2 Residence Residential - A 2/568357 ,04 Apr 2019 Sold ,08 Jul 2015 Listed for Rent **APPLICATION TAKEN**,,25 Jan 2012 Sold $840k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/63-argyle-ave-ryde-nsw-2112-4814959,"63 Argyle Ave, Ryde",4,2,1,260m2,$1.20M,$1.30M,$750/w,$850/w,House 1995 260m2 Residential - A 2/853328 ,03 Apr 2019 Sold ,06 Jan 2000 Sold $425k,,23 Apr 1997 Sold $291k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-princes-st-ryde-nsw-2112-2499009,"6 Princes St, Ryde",4,2,4,663m2,$1.80M,$2.00M,$750/w,$850/w,House 1980 159m2 663m2 Residential - A 7/35169 ,30 Mar 2019 Sold $1.60M,12 May 2015 Sold $1.60M,159m2,05 Nov 2007 Sold $805k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/21-clermont-ave-ryde-nsw-2112-4580064,"21 Clermont Ave, Ryde",2,2,2,696m2,$2.20M,$2.40M,$650/w,$750/w,House 1979 696m2 Residence Residential - A 13/12753 ,30 Mar 2019 Sold $2.05M,31 Jan 2002 Sold $509k,,12 Oct 1988 Sold $212k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-samuel-st-ryde-nsw-2112-13284957,"9 Samuel St, Ryde",2,2,3,803m2,$1.80M,$2.00M,$350/w,$425/w,House 1960 114m2 803m2 Residential - A 11/10587 ,27 Mar 2019 Sold $1.55M,17 Apr 2014 Sold $520k,114m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-wolger-rd-ryde-nsw-2112-9166345,"26 Wolger Rd, Ryde",3,2,1,734m2,$1.60M,$1.80M,$500/w,$575/w,House 2010 734m2 Residence Residential - A 36/11609 ,26 Mar 2019 Sold ,21 Sep 2010 Sold $853k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/66-bowden-st-ryde-nsw-2112-12384626,"66 Bowden St, Ryde",3,1,1,910m2,,,$575/w,$650/w,House 1988 910m2 Residential - A 15/DP14396 ,25 Mar 2019 Sold ,02 Sep 1988 Sold $146k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-providence-rd-ryde-nsw-2112-2295596,"1 Providence Rd, Ryde",3,2,1,259m2,$1.40M,$1.50M,$500/w,$575/w,House 1955 124m2 259m2 Residential - A D/21018 ,23 Mar 2019 Sold $1.13M,"11 Oct 2018 Listed for Sale $1,200,000 - $1,250,000",124m2,"09 Jul 2018 Listed for Sale Price Guide: $1,200,000 - $1,250,000"
