,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/31-somerset-dr-north-rocks-nsw-2151-4934223,"31 Somerset Dr, North Rocks",4,2,2,753m2,$1.30M,$1.40M,$425/w,$500/w,House 1965 753m2 Residence Residential - A 78/225884 ,10 Oct 2020 Sold $1.39M,17 Sep 2020 Listed for Sale Auction (if not sold prior),21 Oct 2013 Sold $901k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/46-northam-dr-north-rocks-nsw-2151-13617149,"46 Northam Dr, North Rocks",3,2,2,702m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 702m2 Residential - A 41/238081 ,07 Oct 2020 Sold ,01 Jan 1994 Sold $235k,06 Oct 1989 Sold $215k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/26-becky-ave-north-rocks-nsw-2151-2091400,"26 Becky Ave, North Rocks",6,4,2,701m2,$1.60M,$1.80M,$750/w,$850/w,House 1965 256m2 701m2 Residential - A 226/231722 ,06 Oct 2020 Sold $1.66M,"07 Sep 2020 Listed for Sale $1,660,000",07 Sep 2020 Listed for Sale Auction,256m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/19-statham-ave-north-rocks-nsw-2151-4108757,"19 Statham Ave, North Rocks",4,2,2,695m2,$1.10M,$1.20M,$425/w,$500/w,House 1983 695m2 Residence Residential - A 87/225884 ,03 Oct 2020 Sold $1.14M,18 Jan 1983 Sold $40k,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/2-106-north-rocks-rd-north-rocks-nsw-2151-2304702,"2/106 North Rocks Rd, North Rocks",2,1,2,721m2,$900k,$1.00M,$425/w,$500/w,House 1992 721m2 Residential - A 2/SP40782 ,30 Sep 2020 Sold $750k,13 Aug 2019 Listed for Rent $485 p.w.,13 Jul 2006 Sold $410k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/66-stirling-ave-north-rocks-nsw-2151-4741506,"66 Stirling Ave, North Rocks",5,2,2,689m2,$1.30M,$1.40M,$575/w,$650/w,House 1970 331m2 689m2 Residential - A 10/237779 ,22 Sep 2020 Sold ,09 Jun 2000 Sold $345k,28 Feb 1995 Sold $226k,331m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/6-williams-rd-north-rocks-nsw-2151-2251210,"6 Williams Rd, North Rocks",5,3,2,900m2,$1.50M,$1.60M,$500/w,$575/w,House 1975 350m2 900m2 Residential - A 2/249559 ,19 Sep 2020 Sold $1.47M,03 Apr 2006 Sold $651k,19 Dec 1997 Sold $371k,350m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/114-north-rocks-rd-north-rocks-nsw-2151-4687528,"114 North Rocks Rd, North Rocks",6,3,1,740m2,$1.60M,$1.80M,$500/w,$575/w,House 2013 334m2 740m2 Residence Residential - A 57/19113 ,18 Sep 2020 Sold ,27 Mar 2001 Sold $315k,30 Sep 1993 Sold $212k,334m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/10-alderson-ave-north-rocks-nsw-2151-4543195,"10 Alderson Ave, North Rocks",3,2,1,777m2,$1.10M,$1.20M,$650/w,$750/w,House 2002 777m2 Residence Residential - A 253/248615 ,14 Sep 2020 Sold $1.20M,10 Sep 2020 Listed for Sale Just Listed,20 Aug 2013 Sold $465k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/176a-north-rocks-rd-north-rocks-nsw-2151-4593042,"176a North Rocks Rd, North Rocks",3,2,1,513m2,$900k,$1.00M,$500/w,$575/w,House 1997 128m2 513m2 Residence Residential - A 1/1010949 ,29 Aug 2020 Sold $895k,13 Dec 2001 Sold $350k,,128m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/23-sophia-cres-north-rocks-nsw-2151-13123827,"23 Sophia Cres, North Rocks",3,3,3,769m2,$1.40M,$1.50M,$500/w,$575/w,House 1979 769m2 Residential - A 47/244687 ,21 Aug 2020 Sold $1.39M,22 May 1995 Sold $210k,27 Oct 1988 Sold $210k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-altona-pl-north-rocks-nsw-2151-12903234,"5 Altona Pl, North Rocks",4,2,4,1309m2,$1.40M,$1.50M,$650/w,$750/w,House 1981 1309m2 Residential - A 13/DP231566 ,14 Aug 2020 Sold ,12 Aug 2020 Listed for Sale ANOTHER SOLD BY BRODERICK WRIGHT 0416 194 157,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/43-barclay-rd-north-rocks-nsw-2151-3146489,"43 Barclay Rd, North Rocks",5,3,2,900m2,$1.20M,$1.30M,$575/w,$650/w,House 2008 900m2 Residential - A 6/253983 ,13 Aug 2020 Sold ,29 Sep 2008 Sold $655k,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/19-hepburn-rd-north-rocks-nsw-2151-13029697,"19 Hepburn Rd, North Rocks",4,3,2,900m2,$1.30M,$1.40M,$650/w,$750/w,House 1998 900m2 Residential - A 312/DP734323 ,08 Aug 2020 Sold $1.37M,11 Dec 1998 Sold $355k,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/25-carlton-rd-north-rocks-nsw-2151-18905771,"25 Carlton Rd, North Rocks",4,3,2,900m2,$1.50M,$1.60M,$650/w,$750/w,House 1980 242m2 900m2 Residential - A 22/700567 ,08 Aug 2020 Sold $1.51M,24 Nov 2014 Sold $1.18M,25 Jan 2013 Sold $752k,242m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/27-leysdown-ave-north-rocks-nsw-2151-12654395,"27 Leysdown Ave, North Rocks",4,2,2,696m2,$1.10M,$1.20M,$500/w,$575/w,House 1986 696m2 Residential - A 62/227603 ,05 Aug 2020 Sold ,30 Nov 1998 Sold $360k,12 Feb 1986 Sold $159k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/7-carlton-rd-north-rocks-nsw-2151-13159214,"7 Carlton Rd, North Rocks",3,1,2,891m2,$1.30M,$1.40M,$425/w,$500/w,House 1984 891m2 Residential - A 3/263320 ,30 Jul 2020 Sold $1.31M,04 Jul 2019 Sold ,05 Mar 1984 Sold $57k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/15-carlton-rd-north-rocks-nsw-2151-12657202,"15 Carlton Rd, North Rocks",3,2,2,1384m2,$1.40M,$1.50M,$575/w,$650/w,House 1984 188m2 1384m2 Residential - A 21/27/700567 ,25 Jul 2020 Sold $1.41M,"03 Jul 2020 Listed for Sale SOLD $1,410,000",22 Apr 1993 Sold $310k,188m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/20-lawndale-ave-north-rocks-nsw-2151-19299113,"20 Lawndale Ave, North Rocks",4,2,2,717m2,$1.10M,$1.20M,$500/w,$575/w,House 1971 717m2 Residential - A 29/DP29291 ,20 Jul 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/8-wentworth-ave-north-rocks-nsw-2151-12952147,"8 Wentworth Ave, North Rocks",4,2,2,752m2,$1.20M,$1.30M,$250/w,$300/w,House 1975 224m2 752m2 Residential - A 89/DP215914 ,17 Jul 2020 Sold $1,09 May 2016 Sold $1.05M,09 May 2016 Sold $1.05M,224m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/28-coronet-ct-north-rocks-nsw-2151-18801432,"28 Coronet Ct, North Rocks",4,2,2,885m2,$1.30M,$1.40M,$650/w,$750/w,House 2000 885m2 Residential - A 21/237178 ,16 Jul 2020 Sold $1.37M,31 Mar 2003 Sold $260k,31 Mar 2003 Sold $260k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/4-larra-cres-north-rocks-nsw-2151-13576526,"4 Larra Cres, North Rocks",4,2,2,776m2,$1.30M,$1.40M,$650/w,$750/w,House 1982 776m2 Residential - A 123/248615 ,13 Jul 2020 Sold $1.35M,10 Aug 1993 Sold $2.18M,10 Aug 1993 Sold $2.18M,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/43-cambridge-ave-north-rocks-nsw-2151-12545074,"43 Cambridge Ave, North Rocks",3,2,2,696m2,$1.30M,$1.40M,$575/w,$650/w,House 1970 127m2 696m2 Residential - A 126/DP237172 ,11 Jul 2020 Sold $1.20M,23 Mar 1979 Sold $69k,23 Mar 1979 Sold $69k,127m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/11-statham-ave-north-rocks-nsw-2151-2284616,"11 Statham Ave, North Rocks",4,2,4,708m2,$1.20M,$1.30M,$650/w,$750/w,House 1965 172m2 708m2 Residence Residential - A 4/509510 ,30 Jun 2020 Sold $1.19M,02 Dec 2019 Listed for Rent $715.00 P/W,14 Apr 2015 Sold $1.16M,172m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/38-larra-cres-north-rocks-nsw-2151-4597723,"38 Larra Cres, North Rocks",5,3,2,830m2,$1.50M,$1.60M,$575/w,$650/w,House 1980 199m2 830m2 Residence Residential - A 140/248615 ,20 Jun 2020 Sold $1.46M,23 Aug 2013 Sold $950k,20 Jan 2010 Sold $680k,199m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/22-mcdonald-st-north-rocks-nsw-2151-18952470,"22 Mcdonald St, North Rocks",4,2,3,695m2,$1.50M,$1.60M,$650/w,$750/w,House 1970 256m2 695m2 Residential - A 54/237769 ,19 Jun 2020 Sold $1.73M,11 May 2018 Sold $1.70M,26 Sep 2011 Sold $675k,256m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/27-raine-ave-north-rocks-nsw-2151-12551170,"27 Raine Ave, North Rocks",4,2,2,835m2,$1.40M,$1.50M,$500/w,$575/w,House 1981 835m2 Residential - A 146/DP248615 ,10 Jun 2020 Sold $1.32M,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/25-leysdown-ave-north-rocks-nsw-2151-13496806,"25 Leysdown Ave, North Rocks",3,2,2,696m2,$1.20M,$1.30M,$575/w,$650/w,House 1984 696m2 Residential - A 61/227603 ,10 Jun 2020 Sold $1.16M,10 Jul 1992 Sold $239k,28 Mar 1984 Sold $111k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-hackett-pl-north-rocks-nsw-2151-12705022,"5 Hackett Pl, North Rocks",5,2,1,901m2,$1.50M,$1.60M,$650/w,$750/w,House 1986 901m2 Residential - A 42/DP249559 ,28 May 2020 Sold $1.57M,26 Feb 1991 Sold $245k,26 Feb 1991 Sold $245k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/4-coronet-ct-north-rocks-nsw-2151-13113832,"4 Coronet Ct, North Rocks",4,2,2,857m2,$1.30M,$1.40M,$650/w,$750/w,House 1979 857m2 Residential - A 33/DP237178 ,28 May 2020 Sold $1.41M,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/87-barclay-rd-north-rocks-nsw-2151-2086481,"87 Barclay Rd, North Rocks",4,2,2,807m2,$1.20M,$1.30M,$575/w,$650/w,House 1970 157m2 807m2 Residential - A 205/248615 ,23 May 2020 Sold $1.12M,06 Dec 2018 Listed for Sale Contact agent for price,12 Nov 2004 Sold $275k,157m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/35-cambridge-ave-north-rocks-nsw-2151-4524733,"35 Cambridge Ave, North Rocks",5,3,1,696m2,$1.10M,$1.20M,$575/w,$650/w,House 1990 696m2 Residence Residential - A 130/237172 ,19 May 2020 Sold ,23 Mar 2020 Listed for Sale Online Auction,17 Jul 2019 Listed for Rent $600,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/3-paragon-dr-north-rocks-nsw-2151-13107820,"3 Paragon Dr, North Rocks",4,2,2,712m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 712m2 Residential - A 53/DP238716 ,15 May 2020 Sold $1.44M,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-eather-ave-north-rocks-nsw-2151-12719783,"5 Eather Ave, North Rocks",3,2,2,814m2,$1.20M,$1.30M,$575/w,$650/w,House 1998 814m2 Residential - A 233/248615 ,06 May 2020 Sold $1.26M,21 Dec 1998 Sold $330k,21 Dec 1998 Sold $330k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/287-north-rocks-rd-north-rocks-nsw-2151-4241594,"287 North Rocks Rd, North Rocks",4,2,1,929m2,$1.30M,$1.40M,$575/w,$650/w,House 1950 167m2 929m2 Residence Residential - A 15/659216 ,01 May 2020 Sold ,02 Mar 2009 Sold $510k,28 Mar 2002 Sold $365k,167m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/49-woodbury-st-north-rocks-nsw-2151-13402985,"49 Woodbury St, North Rocks",4,2,2,720m2,$1.10M,$1.20M,$500/w,$575/w,House 1978 720m2 Residential - A 106/DP231410 ,26 Apr 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/45-speers-rd-north-rocks-nsw-2151-5916112,"45 Speers Rd, North Rocks",1,1,1,695m2,$1.10M,$1.20M,$425/w,$500/w,House 1950 94m2 695m2 Residence Residential - A 162/24826 ,24 Apr 2020 Sold $1.08M,07 Apr 2016 Sold $1.06M,29 Jan 2010 Sold $550k,94m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/17-ebony-ave-north-rocks-nsw-2151-12634413,"17 Ebony Ave, North Rocks",4,2,2,679m2,$1.20M,$1.30M,$575/w,$650/w,House 1979 679m2 Residential - A 94/DP227603 ,22 Apr 2020 Sold $1.20M,16 Dec 2009 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/9-wentworth-ave-north-rocks-nsw-2151-13614705,"9 Wentworth Ave, North Rocks",3,1,2,739m2,$1.00M,$1.10M,$575/w,$650/w,House 1980 739m2 Residential - A 95/215914 ,21 Apr 2020 Sold ,19 Jan 2017 Sold $1.05M,23 Nov 2016 Listed for Sale SOLD by First National,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-bray-ct-north-rocks-nsw-2151-4394836,"5 Bray Ct, North Rocks",4,2,2,721m2,$1.40M,$1.50M,$650/w,$750/w,House 2003 721m2 Residence Residential - A 47/238716 ,06 Jun 2020 Listed for Rent $675 p.w.,06 Apr 2020 Sold $1.40M,30 May 2003 Sold $716k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/14-raine-ave-north-rocks-nsw-2151-13001172,"14 Raine Ave, North Rocks",4,2,2,776m2,$1.20M,$1.30M,$350/w,$425/w,House 1982 776m2 Residential - A 298/DP248615 ,01 Apr 2020 Sold ,19 Jul 1982 Sold $90k,19 Jul 1982 Sold $90k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/58-statham-ave-north-rocks-nsw-2151-12823596,"58 Statham Ave, North Rocks",4,2,2,704m2,$1.00M,$1.10M,$425/w,$500/w,House 1988 704m2 Residential - A 190/DP236191 ,28 Mar 2020 Sold $936k,04 Nov 1988 Sold $222k,04 Nov 1988 Sold $222k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/34-panaview-cres-north-rocks-nsw-2151-13822038,"34 Panaview Cres, North Rocks",5,3,3,699m2,$1.10M,$1.20M,$425/w,$500/w,House 1987 699m2 Residential - A 62/242803 ,22 Mar 2020 Sold ,22 Oct 1991 Sold $344k,22 Oct 1991 Sold $344k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/4-corunna-ave-north-rocks-nsw-2151-12292683,"4 Corunna Ave, North Rocks",3,2,2,1012m2,$1.20M,$1.30M,$575/w,$650/w,House 1979 1012m2 Residential - A 215/DP231722 ,18 Mar 2020 Sold $1.25M,09 Mar 2020 Listed for Sale Auction,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/22-blackburn-ave-north-rocks-nsw-2151-12301985,"22 Blackburn Ave, North Rocks",4,2,2,783m2,$1.30M,$1.40M,$500/w,$575/w,House 1985 783m2 Residential - A 5/231469 ,14 Mar 2020 Sold $1.23M,31 Jul 1985 Sold $115k,31 Jul 1985 Sold $115k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/40-barclay-rd-north-rocks-nsw-2151-12887433,"40 Barclay Rd, North Rocks",4,2,2,1098m2,$1.50M,$1.60M,$750/w,$850/w,House 1979 1098m2 Residential - A 27/253754 ,07 Mar 2020 Sold $1.49M,23 Oct 1985 Sold $180k,23 Oct 1985 Sold $180k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/14-woodbury-st-north-rocks-nsw-2151-5005778,"14 Woodbury St, North Rocks",2,1,2,695m2,$1.20M,$1.30M,$500/w,$575/w,House 1980 695m2 Residence Residential - A 71/228284 ,07 Mar 2020 Sold $1.25M,10 Aug 2009 Sold $530k,09 Mar 1987 Sold $110k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/14-paragon-dr-north-rocks-nsw-2151-13573266,"14 Paragon Dr, North Rocks",4,2,2,719m2,$1.40M,$1.50M,$575/w,$650/w,House 1971 182m2 719m2 Residential - A 59/238716 ,29 Feb 2020 Sold $1.48M,06 Nov 1987 Sold $195k,06 Nov 1987 Sold $195k,182m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/341-north-rocks-rd-north-rocks-nsw-2151-12874217,"341 North Rocks Rd, North Rocks",2,1,1,862m2,$1.50M,$1.60M,$750/w,$850/w,House 1981 862m2 Residence Residential - A 72/701702 ,25 Feb 2020 Sold $835k,03 Aug 2011 Sold $500k,03 Aug 2011 Sold $500k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/27-statham-ave-north-rocks-nsw-2151-13227028,"27 Statham Ave, North Rocks",4,2,2,733m2,$1.10M,$1.20M,$425/w,$500/w,House 1979 733m2 Residential - A 8/DP229331 ,22 Feb 2020 Sold $1.17M,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/26-carlton-rd-north-rocks-nsw-2151-15787314,"26 Carlton Rd, North Rocks",4,2,2,900m2,$1.80M,$2.00M,$650/w,$750/w,House 1979 282m2 900m2 Residence Residential - A 15/259361 ,22 Feb 2020 Sold $2.01M,01 Dec 2014 Sold $412k,22 May 2012 Sold $710k,282m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/1-hancey-ave-north-rocks-nsw-2151-3413504,"1 Hancey Ave, North Rocks",4,3,2,810m2,$1.30M,$1.40M,$500/w,$575/w,House 1970 230m2 810m2 Residence Residential - A 13/244687 ,22 Feb 2020 Sold $1.41M,21 Jul 2009 Sold $595k,02 Aug 2007 Sold $620k,230m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/36-leysdown-ave-north-rocks-nsw-2151-13152637,"36 Leysdown Ave, North Rocks",4,2,2,681m2,$1.30M,$1.40M,$650/w,$750/w,House 1987 681m2 Residential - A 72/DP227603 ,15 Feb 2020 Sold $1.32M,29 Aug 1990 Sold $212k,30 Oct 1987 Sold $156k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/27-carlton-rd-north-rocks-nsw-2151-4808150,"27 Carlton Rd, North Rocks",4,2,1,900m2,$1.30M,$1.40M,$650/w,$750/w,House 1985 227m2 900m2 Residential - A 21/700567 ,15 Feb 2020 Sold $1.26M,11 Jun 1999 Sold $320k,13 Jun 1996 Sold $260k,227m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/38-becky-ave-north-rocks-nsw-2151-4592123,"38 Becky Ave, North Rocks",4,3,2,822m2,$1.50M,$1.60M,$750/w,$850/w,House 1975 302m2 822m2 Residence Residential - A 54/232215 ,08 Feb 2020 Sold $1.72M,26 Jul 2011 Sold $870k,14 Dec 2001 Sold $415k,302m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/21-cambridge-ave-north-rocks-nsw-2151-12754184,"21 Cambridge Ave, North Rocks",5,3,3,681m2,$1.20M,$1.30M,$500/w,$575/w,House 1978 681m2 Residential - A 164/DP237911 ,01 Feb 2020 Sold $1.26M,04 Dec 1978 Sold $89k,04 Dec 1978 Sold $89k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/23-iona-ave-north-rocks-nsw-2151-13659187,"23 Iona Ave, North Rocks",4,2,2,658m2,$1.20M,$1.30M,$650/w,$750/w,House 1980 658m2 Residential - A 79/235890 ,31 Jan 2020 Sold ,11 May 1990 Sold $205k,04 May 1984 Sold $88k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-regal-ct-north-rocks-nsw-2151-13226623,"5 Regal Ct, North Rocks",4,2,2,695m2,$1.20M,$1.30M,$650/w,$750/w,House 1989 695m2 Residential - A 30/DP236711 ,25 Jan 2020 Sold $1.31M,13 Jan 2020 Listed for Sale SOLD,05 Jun 2019 Sold ,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/52-stirling-ave-north-rocks-nsw-2151-13261451,"52 Stirling Ave, North Rocks",4,2,2,717m2,$1.10M,$1.20M,$575/w,$650/w,House 1981 717m2 Residential - A 2/DP537690 ,08 Jan 2020 Sold ,25 Nov 1981 Sold $115k,25 Nov 1981 Sold $115k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/25-williams-rd-north-rocks-nsw-2151-4808304,"25 Williams Rd, North Rocks",3,2,2,769m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 769m2 Residential - A 76/244687 ,27 Dec 2019 Sold ,07 Dec 1999 Sold $330k,03 Jul 1991 Sold $193k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/24-woodbury-st-north-rocks-nsw-2151-5640600,"24 Woodbury St, North Rocks",4,2,2,714m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 714m2 Residence Residential - A 121/231410 ,23 Dec 2019 Sold $1.60M,02 Nov 2009 Sold $720k,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/308-north-rocks-rd-north-rocks-nsw-2151-4485359,"308 North Rocks Rd, North Rocks",4,3,2,701m2,$1.10M,$1.20M,$500/w,$575/w,House 2002 701m2 Residence Residential - A 3/223285 ,17 Dec 2019 Sold $1.31M,31 Oct 2002 Sold $560k,31 Oct 2002 Sold $560k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/15-williams-rd-north-rocks-nsw-2151-4808305,"15 Williams Rd, North Rocks",3,2,2,800m2,$1.20M,$1.30M,$575/w,$650/w,House 1970 800m2 Residence Residential - A 81/244687 ,17 Dec 2019 Sold $1.16M,29 Oct 2019 Listed for Sale SOLD BY BRODERICK WRIGHT,06 Apr 2010 Sold $610k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/27-williams-rd-north-rocks-nsw-2151-13430427,"27 Williams Rd, North Rocks",3,1,2,769m2,$1.20M,$1.30M,$500/w,$575/w,House 1970 121m2 769m2 Residence Residential - A 75/244687 ,14 Dec 2019 Sold $1.24M,02 Oct 2012 Sold $575k,,121m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/3-speers-rd-north-rocks-nsw-2151-13913107,"3 Speers Rd, North Rocks",3,2,1,822m2,$1.10M,$1.20M,$425/w,$500/w,House 1980 822m2 Residential - A 18/23173 ,13 Dec 2019 Sold $1.15M,27 Jul 2019 Sold $1.08M,05 Aug 2014 Sold $735k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/11-arizona-pl-north-rocks-nsw-2151-3555248,"11 Arizona Pl, North Rocks",5,3,3,702m2,$1.30M,$1.40M,$425/w,$500/w,House 1970 350m2 702m2 Residential - A 136/237573 ,08 Dec 2019 Sold $1.38M,"30 Oct 2017 Listed for Sale $1,500,000 - $1,550,000",04 Apr 2008 Sold $550k,350m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/4-thorn-pl-north-rocks-nsw-2151-13049041,"4 Thorn Pl, North Rocks",4,3,2,911m2,$1.30M,$1.40M,$500/w,$575/w,House 1980 207m2 911m2 Residential - A 13/249559 ,07 Dec 2019 Sold ,09 Oct 2014 Sold $1.10M,16 Dec 1993 Sold $315k,207m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/11-eather-ave-north-rocks-nsw-2151-13446988,"11 Eather Ave, North Rocks",4,2,2,815m2,$1.50M,$1.60M,$650/w,$750/w,House 1990 163m2 815m2 Residential - A 230/248615 ,07 Dec 2019 Sold $1.58M,13 Dec 2013 Sold $862k,,163m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/67-stirling-ave-north-rocks-nsw-2151-12655587,"67 Stirling Ave, North Rocks",4,2,3,752m2,$1.30M,$1.40M,$650/w,$750/w,House 2018 752m2 Residential - A 7/DP237088 ,06 Dec 2019 Sold ,19 Mar 2018 Sold $1.31M,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/3-larra-cres-north-rocks-nsw-2151-2572926,"3 Larra Cres, North Rocks",6,3,2,787m2,$1.40M,$1.50M,$500/w,$575/w,House 1970 787m2 Residential - A 214/248615 ,03 Dec 2019 Sold $1.37M,04 Aug 2015 Sold $1.24M,04 Aug 2015 Sold $1.24M,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/37-mill-dr-north-rocks-nsw-2151-4682963,"37 Mill Dr, North Rocks",4,2,2,766m2,$1.30M,$1.40M,$575/w,$650/w,House 1996 172m2 766m2 Residence Residential - A 187/248615 ,02 Dec 2019 Sold $1.38M,01 Oct 2015 Sold $1.30M,24 Feb 2001 Sold $350k,172m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/40-statham-ave-north-rocks-nsw-2151-12530330,"40 Statham Ave, North Rocks",3,1,1,677m2,$1.00M,$1.10M,$350/w,$425/w,House 1979 677m2 Residential - A 3/DP23197 ,30 Nov 2019 Sold $975k,12 Jun 2018 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/84-north-rocks-rd-north-rocks-nsw-2151-13016801,"84 North Rocks Rd, North Rocks",5,2,3,714m2,$1.60M,$1.80M,$425/w,$500/w,House 2016 253m2 714m2 Residential - A 42/19113 ,30 Nov 2019 Sold $1.76M,31 Mar 2017 Sold $1.83M,22 Jan 2014 Sold $700k,253m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/4-william-pl-north-rocks-nsw-2151-2169445,"4 William Pl, North Rocks",4,2,2,784m2,$1.30M,$1.40M,$650/w,$750/w,House 1997 784m2 Residence Residential - A 58/225547 ,30 Nov 2019 Sold $1.42M,19 Dec 2013 Sold $725k,30 Jan 2008 Sold $580k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/9-panaview-cres-north-rocks-nsw-2151-13285576,"9 Panaview Cres, North Rocks",4,3,2,771m2,$1.40M,$1.50M,$425/w,$500/w,House 1978 226m2 771m2 Residential - A 40/242803 ,29 Nov 2019 Sold ,06 May 2013 Sold $835k,06 May 2013 Sold $835k,226m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-corunna-ave-north-rocks-nsw-2151-13387945,"5 Corunna Ave, North Rocks",5,3,2,753m2,$1.10M,$1.20M,$425/w,$500/w,House 1985 753m2 Residential - A 204/DP231722 ,29 Nov 2019 Sold ,02 Oct 1985 Sold $150k,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/16-stirling-ave-north-rocks-nsw-2151-12836216,"16 Stirling Ave, North Rocks",4,2,2,682m2,$1.10M,$1.20M,$500/w,$575/w,House 1978 682m2 Residential - A 62/DP228284 ,27 Nov 2019 Sold $1.20M,09 Mar 2013 Sold ,,
