,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/113-cressy-rd-east-ryde-nsw-2113-9108288,"113 Cressy Rd, East Ryde",3,2,2,113m2,556m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 113m2 556m2 Residence Residential - A 1/20313 ,25 Aug 2010 Sold $960k,28 Aug 2006 Sold $615k,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/68-melba-dr-east-ryde-nsw-2113-2253783,"68 Melba Dr, East Ryde",4,2,2,,588m2,$1.80M,$2.00M,$650/w,$750/w,House 2006 588m2 Residential - A 462/31252 ,04 Mar 2015 Sold $1.60M,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/88-moncrieff-dr-east-ryde-nsw-2113-13546734,"88 Moncrieff Dr, East Ryde",4,3,3,269m2,855m2,$1.64M,$2.46M,$750/w,$850/w,House 1979 269m2 855m2 Residential - A 3/244109 ,02 Feb 2015 Sold $200k,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/35-finch-ave-east-ryde-nsw-2113-2293450,"35 Finch Ave, East Ryde",4,25,2,221m2,720m2,$1.80M,$2.00M,$850/w,$950/w,House 1970 221m2 720m2 Residential - A 16/239277 ,23 Jan 2015 Sold $1.59M,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/40-finch-ave-east-ryde-nsw-2113-12750683,"40 Finch Ave, East Ryde",4,3,2,230m2,752m2,$1.60M,$1.80M,$850/w,$950/w,House 1975 230m2 752m2 Residential - A 4/239277 ,22 Jan 2015 Sold $1.31M,"21 Oct 2014 Listed for Sale Offers above $1,320,000",
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/9-mccallum-ave-east-ryde-nsw-2113-2391754,"9 Mccallum Ave, East Ryde",2,1,1,102m2,803m2,$1.40M,$1.50M,$500/w,$575/w,House 1970 102m2 803m2 Residence Residential - A 111/31680 ,19 Dec 2014 Sold $1.21M,30 Nov 2005 Sold $610k,09 Dec 2003 Sold $350k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/25a-wolfe-rd-east-ryde-nsw-2113-4330668,"25a Wolfe Rd, East Ryde",3,1,2,110m2,405m2,$1.40M,$1.50M,$500/w,$575/w,House 1990 110m2 405m2 Residence Residential - A 12/DP1007737 ,18 Dec 2014 Sold $1.21M,22 Jan 2010 Sold $790k,07 Nov 2003 Sold $651k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/50a-melba-dr-east-ryde-nsw-2113-18679345,"50a Melba Dr, East Ryde",4,2,2,174m2,588m2,$1.33M,$2.00M,,,House 2014 174m2 588m2 ,13 Dec 2014 Sold $1.26M,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/10-fox-rd-east-ryde-nsw-2113-13098584,"10 Fox Rd, East Ryde",4,2,2,160m2,575m2,$1.60M,$1.80M,$575/w,$650/w,House 1965 160m2 575m2 Residential - A 5/30679 ,10 Dec 2014 Sold $1.37M,04 May 1998 Sold $370k,04 Feb 1986 Sold $132k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/60-coxs-rd-east-ryde-nsw-2113-12418781,"60 Coxs Rd, East Ryde",3,1,1,120m2,575m2,$1.40M,$1.50M,$575/w,$650/w,House 1963 120m2 575m2 Residential - A 1/501294 ,,,
