,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/16c-weemala-st-winston-hills-nsw-2153-17701177,"16c Weemala St, Winston Hills",3,2,1,190m2,391m2,$900k,$1.00M,$500/w,$575/w,House 2010 190m2 391m2 Residential - A 6/DP1162408 ,01 Jun 2020 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/2-taywood-ave-winston-hills-nsw-2153-13512416,"2 Taywood Ave, Winston Hills",5,2,1,,690m2,$1.00M,$1.10M,$575/w,$650/w,House 1978 690m2 Residential - A 29/DP229584 ,22 Sep 2020 Listed for Rent $580 per week,22 Sep 2020 Listed for Rent $580 per week,29 May 2020 Sold $875k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/12-willmott-ave-winston-hills-nsw-2153-13656398,"12 Willmott Ave, Winston Hills",3,1,1,105m2,556m2,$900k,$1.00M,$500/w,$575/w,House 1960 105m2 556m2 Residential - A 682/228561 ,29 May 2020 Sold $960k,30 Jan 2017 Sold $982k,10 Oct 2016 Listed for Sale SOLD by First National
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/25-barnetts-rd-winston-hills-nsw-2153-12833478,"25 Barnetts Rd, Winston Hills",2,1,-,,819m2,$1.00M,$1.10M,$650/w,$750/w,House 1986 819m2 Residential - A 3/236691 ,28 May 2020 Sold $942k,22 Dec 1986 Sold $70k,22 Dec 1986 Sold $70k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/33-buckleys-rd-winston-hills-nsw-2153-2494933,"33 Buckleys Rd, Winston Hills",3,1,2,109m2,645m2,$900k,$1.00M,$425/w,$500/w,House 1980 109m2 645m2 Residential - A 10/224464 ,27 May 2020 Sold $936k,"22 Apr 2020 Listed for Sale $970,000 - $1,030,000",23 Oct 2007 Sold $495k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/202-windsor-rd-winston-hills-nsw-2153-14144180,"202 Windsor Rd, Winston Hills",2,1,1,85m2,620m2,$800k,$900k,$425/w,$500/w,House 1940 85m2 620m2 Residence Residential - A 5/18196 ,19 May 2020 Sold $830k,20 Feb 2020 Listed for Sale Expressions of Interest,08 May 2017 Sold $765k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/5-olympus-st-winston-hills-nsw-2153-13105185,"5 Olympus St, Winston Hills",4,2,2,,607m2,$1.00M,$1.10M,$575/w,$650/w,House 1981 607m2 Residential - A 784/DP242955 ,14 May 2020 Sold $1.05M,01 May 1981 Sold $118k,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/2-coolaroo-pl-winston-hills-nsw-2153-14406490,"2 Coolaroo Pl, Winston Hills",3,1,1,,943m2,$1.10M,$1.20M,$500/w,$575/w,House 2013 943m2 Residential - A 7/DP217713 ,11 May 2020 Sold $1.14M,,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/18-romulus-st-winston-hills-nsw-2153-12708376,"18 Romulus St, Winston Hills",4,2,2,,561m2,$1.00M,$1.10M,$650/w,$750/w,House 1972 561m2 Residential - A 85/DP239765 ,08 May 2020 Sold $952k,25 May 1973 Sold $38k,25 May 1973 Sold $38k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/10-kelvin-gr-winston-hills-nsw-2153-3360136,"10 Kelvin Gr, Winston Hills",4,2,2,157m2,570m2,$1.00M,$1.10M,$650/w,$750/w,House 1965 157m2 570m2 Residence Residential - A 28/228852 ,08 May 2020 Sold $1.06M,"24 Mar 2020 Listed for Sale SOLD | for $1,060,000",29 Jan 2016 Sold $955k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/20-bellona-st-winston-hills-nsw-2153-13830785,"20 Bellona St, Winston Hills",3,1,2,,671m2,$900k,$1.00M,$350/w,$425/w,House 1972 671m2 Residential - A 738/DP242955 ,06 May 2020 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/31-twain-st-winston-hills-nsw-2153-2188115,"31 Twain St, Winston Hills",4,2,2,144m2,663m2,$1.10M,$1.20M,$575/w,$650/w,House 1975 144m2 663m2 Residential - A 911/236465 ,06 May 2020 Sold $1.23M,10 Aug 2005 Sold $518k,18 Oct 1991 Sold $230k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/253-caroline-chisholm-dr-winston-hills-nsw-2153-3554883,"253 Caroline Chisholm Dr, Winston Hills",4,2,1,176m2,563m2,$1.00M,$1.10M,$500/w,$575/w,House 1970 176m2 563m2 Residence Residential - A 562/236972 ,05 May 2020 Sold $935k,13 May 2011 Sold $550k,07 Apr 2008 Sold $480k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/367-old-windsor-rd-winston-hills-nsw-2153-12763367,"367 Old Windsor Rd, Winston Hills",4,2,2,237m2,556m2,$1.20M,$1.30M,$500/w,$575/w,House 1970 237m2 556m2 Residential - A 1099/237396 ,04 May 2020 Sold ,21 Feb 2017 Sold $1.30M,21 Feb 2017 Sold $1.30M
