,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,year_type,Sold_History1,Sold_History2,Sold_History3,rent_low,rent_high
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/39b-tramway-st-west-ryde-nsw-2114-4622106,"39b Tramway St, West Ryde",3,1,2,108m2,461m2,$1.10M,$1.20M,House 1990 108m2 461m2 Residence Residential - A 12/870629 ,24 Jul 2015 Sold $1.06M,11 Oct 2013 Sold $755k,19 Oct 2001 Sold $417k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-gaza-rd-west-ryde-nsw-2114-13206970,"13 Gaza Rd, West Ryde",4,1,2,153m2,626m2,$1.60M,$1.80M,House 1950 153m2 626m2 Residential - A B/362228 ,15 Jul 2015 Sold $1.83M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-herbert-st-west-ryde-nsw-2114-4586518,"3 Herbert St, West Ryde",4,3,2,165m2,619m2,$1.60M,$1.80M,House 1940 165m2 619m2 Residence Residential - A 1/925959 ,14 Jul 2015 Sold $1.73M,14 Jan 2002 Sold $500k,03 Feb 1998 Sold $310k,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/95-ryedale-rd-west-ryde-nsw-2114-8165239,"95 Ryedale Rd, West Ryde",2,1,2,,284m2,$1.20M,$1.30M,House 1968 284m2 Commercial Business - B 13/10335 ,14 Jul 2015 Sold $1.68M,12 Sep 2013 Sold $991k,19 Jul 1983 Sold $115k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/45-adelaide-st-west-ryde-nsw-2114-19003440,"45 Adelaide St, West Ryde",4,2,3,138m2,633m2,$1.50M,$1.60M,House 1960 138m2 633m2 Residential - A 3/16758 ,13 Jul 2015 Sold $1.34M,"07 May 2015 Listed for Sale Sold $1,335,000",05 Jul 2002 Sold $508k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/23-grand-ave-west-ryde-nsw-2114-4495014,"23 Grand Ave, West Ryde",5,3,2,241m2,1011m2,$2.40M,$2.60M,House 1990 241m2 1011m2 Residence Residential - A 28/4516 ,13 Jul 2015 Sold $1.98M,30 Sep 2002 Sold $840k,,$1100/w,$1250/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/23-glenayr-ave-west-ryde-nsw-2114-3756473,"23 Glenayr Ave, West Ryde",4,1,1,607m2,607m2,$1.40M,$1.50M,House 1940 607m2 607m2 Residence Residential - A 94/19136 ,10 Jul 2015 Sold $1.41M,06 May 2015 Listed for Sale Auction Unless Sold Prior,25 Jul 2011 Sold $730k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-emu-st-west-ryde-nsw-2114-8159771,"4 Emu St, West Ryde",3,1,1,100m2,543m2,$1.40M,$1.50M,House 1940 100m2 543m2 Residence Residential - A 1/27511 ,18 Mar 2010 Sold $710k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/940--946-victoria-rd-west-ryde-nsw-2114-17666288,"940-946 Victoria Rd, West Ryde",2,1,-,,547m2,$2.55M,$3.82M,House 2015 547m2 Residential - A B/DP377305 ,09 Jul 2015 Sold $3.30M,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/708-17-chatham-rd-west-ryde-nsw-2114-19587652,"708/17 Chatham Rd, West Ryde",2,1,1,118m2,279m2,$700k,$750k,House 2015 118m2 279m2 ,01 Mar 2016 Listed for Sale Contact Agent,08 Jul 2015 Sold $650k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/68-west-pde-west-ryde-nsw-2114-3654159,"68 West Pde, West Ryde",3,1,2,,809m2,$1.60M,$1.80M,House 1920 809m2 Residential - A 36/4051 ,18 Nov 2008 Sold $60k,04 Aug 1984 Sold $108k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-mellor-st-west-ryde-nsw-2114-12842006,"10 Mellor St, West Ryde",3,1,1,105m2,537m2,$1.40M,$1.50M,House 1925 105m2 537m2 Residential - A 1/102917 ,06 Jul 2015 Sold $1.31M,30 Apr 2015 Listed for Sale SOLD,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-mirool-st-west-ryde-nsw-2114-13023980,"5 Mirool St, West Ryde",3,1,1,120m2,600m2,$1.40M,$1.50M,House 1930 120m2 600m2 Residential - A 227/23812 ,06 Jul 2015 Sold $1.21M,13 Mar 2015 Listed for Sale Final Call - Auction this Sat at 1:30pm,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/60-winbourne-st-west-ryde-nsw-2114-13421561,"60 Winbourne St, West Ryde",3,1,2,,961m2,$1.60M,$1.80M,House 1960 961m2 Residential - A 3/412691 ,06 Jul 2015 Sold $1.71M,04 Apr 2014 Sold $940k,15 Nov 1991 Sold $208k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26-falconer-st-west-ryde-nsw-2114-12468892,"26 Falconer St, West Ryde",3,2,3,,719m2,$1.60M,$1.80M,House 1999 719m2 Residential - A 24/7268 ,03 Jul 2015 Sold $1.60M,27 Jan 1999 Sold $392k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/19-federal-rd-west-ryde-nsw-2114-2091795,"19 Federal Rd, West Ryde",6,3,2,467m2,822m2,$2.60M,$2.80M,House 2009 467m2 822m2 Residential - A 2/508408 ,29 Jun 2015 Sold $2.35M,16 Dec 2004 Sold $600k,12 Nov 1991 Sold $97k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/35a-linton-lane-west-ryde-nsw-2114-14421270,"35a Linton Lane, West Ryde",4,2,1,156m2,571m2,$1.10M,$1.20M,House 1996 156m2 571m2 Residential - A SP52521 ,15 Jun 2015 Sold $1.08M,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-melville-st-west-ryde-nsw-2114-2439560,"7 Melville St, West Ryde",5,3,2,291m2,774m2,$2.20M,$2.40M,House 2007 291m2 774m2 Residential - A 1/12454 ,12 Jun 2015 Sold $1.97M,27 Feb 2015 Listed for Sale Final Call - Auction this Sat 28/3,19 Jun 2007 Sold $552k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-griffiths-ave-west-ryde-nsw-2114-13688370,"4 Griffiths Ave, West Ryde",2,1,2,102m2,495m2,$1.20M,$1.30M,House 1950 102m2 495m2 Residential - A 55/4825 ,09 Jun 2015 Sold $945k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-anthony-rd-west-ryde-nsw-2114-13092930,"13 Anthony Rd, West Ryde",4,3,1,198m2,208m2,$1.34M,$1.63M,House 2015 198m2 208m2 Residential - A C/390000 ,05 Jun 2015 Sold $1.22M,05 Dec 2014 Sold $1.22M,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-glenayr-ave-west-ryde-nsw-2114-13178802,"16 Glenayr Ave, West Ryde",2,2,2,110m2,594m2,$1.40M,$1.50M,House 1930 110m2 594m2 Residential - A 52/19136 ,05 Jun 2015 Sold $1.28M,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-clarke-st-west-ryde-nsw-2114-9145356,"21 Clarke St, West Ryde",3,2,2,222m2,603m2,$1.80M,$2.00M,House 1975 222m2 603m2 Residential - A 8/6582 ,03 Jun 2015 Sold $1.38M,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/35b-linton-lane-west-ryde-nsw-2114-14421271,"35b Linton Lane, West Ryde",4,2,1,,571m2,$1.50M,$1.60M,House 1996 571m2 Residential - A SP52521 ,02 Jun 2015 Sold $1.10M,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65-adelaide-st-west-ryde-nsw-2114-2055635,"65 Adelaide St, West Ryde",4,3,2,,543m2,$1.60M,$1.80M,House 1928 543m2 Residential - A 3/12627 ,25 Jun 2015 Rented $870,01 Jun 2015 Sold $1.46M,06 May 2015 Listed for Rent $870 negotiable,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/44-bennett-st-west-ryde-nsw-2114-13495202,"44 Bennett St, West Ryde",2,2,-,,601m2,$1.60M,$1.80M,House 1998 601m2 Residential - A 23/10400 ,15 Oct 2018 Listed for Rent $440.00 per Week,18 Sep 2018 Listed for Rent $460.00,29 May 2015 Sold $1.63M,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/54-bank-st-west-ryde-nsw-2114-15112712,"54 Bank St, West Ryde",3,2,2,126m2,667m2,$1.40M,$1.50M,House 1930 126m2 667m2 Residential - A C/175528 ,25 May 2015 Sold $1.01M,17 Sep 2003 Sold $510k,13 Apr 1983 Sold $79k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/145-constitution-rd-w-west-ryde-nsw-2114-14029291,"145 Constitution Rd W, West Ryde",4,2,3,,807m2,$1.48M,$1.81M,House 1996 807m2 Residential - A 2/1013926 ,29 Jun 2000 Sold $23k,01 Nov 1999 Sold $23k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1106-victoria-rd-west-ryde-nsw-2114-12528776,"1106 Victoria Rd, West Ryde",3,2,2,,847m2,$1.40M,$1.50M,House 1950 847m2 Residential - A C/389182 ,08 May 2015 Sold $970k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-reserve-st-west-ryde-nsw-2114-12991560,"12 Reserve St, West Ryde",4,2,1,175m2,837m2,$1.22M,$1.83M,House 1940 175m2 837m2 Residential - A 1/785091 ,06 May 2015 Sold $1.35M,"06 Dec 2014 Listed for Sale $1,190,000",,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65-forsyth-st-west-ryde-nsw-2114-13355724,"65 Forsyth St, West Ryde",2,1,1,,537m2,$1.20M,$1.30M,House 2015 537m2 Residential - A 3/900778 ,04 May 2015 Sold $930k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/19a-grand-ave-west-ryde-nsw-2114-18987737,"19a Grand Ave, West Ryde",4,3,2,240m2,815m2,$1.60M,$1.80M,House 2015 240m2 815m2 ,02 May 2015 Sold $1.37M,07 Apr 2015 Listed for Sale Auction Unless Sold Prior,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/18-bellevue-ave-west-ryde-nsw-2114-18883855,"18 Bellevue Ave, West Ryde",4,3,2,299m2,803m2,$2.20M,$2.40M,House 1984 299m2 803m2 Residential - A 340/22740 ,01 May 2015 Sold $2.16M,22 Oct 2004 Sold $740k,27 Apr 2001 Sold $505k,$1100/w,$1250/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-mellor-st-west-ryde-nsw-2114-4986606,"8 Mellor St, West Ryde",4,2,1,144m2,539m2,$1.50M,$1.60M,House 1920 144m2 539m2 Residence Residential - A 2/102917 ,20 Apr 2015 Sold $1.25M,18 Sep 2009 Sold $640k,19 Jan 1996 Sold $90k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-moss-st-west-ryde-nsw-2114-4814736,"21 Moss St, West Ryde",3,2,1,115m2,627m2,$1.60M,$1.80M,House 1920 115m2 627m2 Residential - A 26/1257 ,16 Apr 2015 Sold $1.55M,10 Feb 2000 Sold $463k,14 May 1982 Sold $78k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/78-moss-st-west-ryde-nsw-2114-13238077,"78 Moss St, West Ryde",3,1,1,136m2,594m2,$1.80M,$2.00M,House 1920 136m2 594m2 Residential - A 124/11061 ,13 Apr 2015 Sold $1.25M,"02 Feb 2015 Listed for Sale Auction On Site, This Saturday",,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-moss-st-west-ryde-nsw-2114-12676302,"3 Moss St, West Ryde",3,2,3,152m2,575m2,$1.60M,$1.80M,House 1940 152m2 575m2 Residential - A 2/324721 ,07 Apr 2015 Sold $1.39M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1148-victoria-rd-west-ryde-nsw-2114-12700177,"1148 Victoria Rd, West Ryde",3,2,3,,471m2,$1.10M,$1.20M,House 1920 471m2 Residential - A 3/128518 ,03 Jun 2015 Listed for Rent $560 PER WEEK,07 Apr 2015 Sold $820k,"28 Oct 2014 Listed for Sale SOLD FOR $820,000",$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/31-darwin-st-west-ryde-nsw-2114-12671378,"31 Darwin St, West Ryde",4,3,2,,1001m2,$1.45M,$2.17M,House 1978 1001m2 Residential - A ,30 Mar 2015 Sold ,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-hughes-st-west-ryde-nsw-2114-2204517,"9 Hughes St, West Ryde",4,3,2,114m2,580m2,$1.30M,$1.59M,House 1950 114m2 580m2 Residential - A D2/103833 ,23 Mar 2015 Sold $1.38M,21 Aug 2013 Sold $795k,20 Oct 2005 Sold $490k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/19-benson-st-west-ryde-nsw-2114-2432802,"19 Benson St, West Ryde",3,2,2,140m2,551m2,$1.40M,$1.50M,House 1970 140m2 551m2 Residence Residential - A 12/827152 ,23 Mar 2015 Sold $1.21M,05 Jun 2007 Sold $745k,12 Sep 2002 Sold $590k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-farnell-st-west-ryde-nsw-2114-12391140,"2 Farnell St, West Ryde",3,2,2,192m2,954m2,$2.00M,$2.20M,House 1970 192m2 954m2 Residential - A 8/28205 ,09 Mar 2015 Sold $1.61M,23 Nov 1998 Sold $498k,18 Nov 1988 Sold $325k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/847-victoria-rd-west-ryde-nsw-2114-12886045,"847 Victoria Rd, West Ryde",3,3,-,210m2,569m2,$1.50M,$1.60M,House 1960 210m2 569m2 Residential - A 8/4825 ,04 Aug 1985 Sold $73k,05 May 1980 Sold $54k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/29-hermitage-rd-west-ryde-nsw-2114-13363162,"29 Hermitage Rd, West Ryde",3,3,1,,575m2,$1.50M,$1.60M,House 1980 575m2 Residential - A 1/524189 ,22 Jan 2020 Listed for Rent DEPOSIT TAKEN,05 Mar 2015 Sold $1.12M,10 Nov 1993 Sold $205k,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-emu-st-west-ryde-nsw-2114-2148240,"13 Emu St, West Ryde",5,3,2,200m2,575m2,$2.20M,$2.40M,House 1950 200m2 575m2 Residential - A 7/27511 ,05 Mar 2015 Sold $1.40M,07 Aug 1992 Sold $150k,27 Apr 1984 Sold $145k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/59-station-st-west-ryde-nsw-2114-3444426,"59 Station St, West Ryde",3,2,1,141m2,916m2,$1.50M,$1.60M,House 1960 141m2 916m2 Residence Residential - A 28/2322 ,18 Aug 2017 Rented $840,07 Jul 2017 Rented $840,30 Jun 2016 Rented $820,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/14-west-pde-west-ryde-nsw-2114-8229963,"14 West Pde, West Ryde",1,1,1,1m2,301m2,$1.28M,$1.91M,"House 1980 1m2 301m2 Shops Incl Others Business - B 10,11/25523 ",02 Mar 2015 Sold $3.74M,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-west-pde-west-ryde-nsw-2114-8229964,"16 West Pde, West Ryde",-,1,1,,113m2,$1.27M,$1.90M,House 1994 113m2 Shops Incl Others Business - B 20/25523 ,02 Mar 2015 Sold $3.74M,09 Feb 1994 Sold $935k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/72-moss-st-west-ryde-nsw-2114-13244163,"72 Moss St, West Ryde",4,2,2,195m2,594m2,$1.60M,$1.80M,House 1927 195m2 594m2 Residential - A 127/11061 ,27 Feb 2015 Sold $1.33M,17 Jun 1998 Sold $465k,16 Jan 1995 Sold $380k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-rex-st-west-ryde-nsw-2114-13549377,"2 Rex St, West Ryde",3,1,2,118m2,676m2,$1.20M,$1.30M,House 1950 118m2 676m2 Residential - A A/400464 ,26 Feb 2015 Sold $1.05M,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/37-station-st-west-ryde-nsw-2114-4748460,"37 Station St, West Ryde",3,1,1,97m2,423m2,$1.40M,$1.50M,House 1930 97m2 423m2 Residential - A 39/2322 ,26 Feb 2015 Sold $972k,14 Nov 2000 Sold $308k,02 Mar 1987 Sold $86k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-hay-st-west-ryde-nsw-2114-13467289,"8 Hay St, West Ryde",5,3,1,297m2,612m2,$2.00M,$2.20M,House 2016 297m2 612m2 Residential - A 4/10400 ,23 Sep 1994 Sold $235k,02 Apr 1987 Sold $117k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-federal-rd-west-ryde-nsw-2114-3151068,"33 Federal Rd, West Ryde",3,1,1,,1011m2,$1.80M,$2.00M,House 1980 1011m2 Residential - A 38/4609 ,21 Feb 2015 Sold ,04 Oct 2008 Sold $800k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/14-darwin-st-west-ryde-nsw-2114-3329585,"14 Darwin St, West Ryde",3,1,1,432m2,746m2,$2.20M,$2.40M,House 2016 432m2 746m2 Residential - A 6/20132 ,21 Feb 2015 Sold ,17 Jul 2008 Sold $620k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/22-mirool-st-west-ryde-nsw-2114-4238250,"22 Mirool St, West Ryde",3,2,3,140m2,695m2,$1.40M,$1.50M,House 1950 140m2 695m2 Residence Residential - A 204/23812 ,18 Feb 2015 Sold $1.16M,16 Mar 2009 Sold $650k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/11-sindel-st-west-ryde-nsw-2114-11041445,"11 Sindel St, West Ryde",3,1,1,115m2,590m2,$1.50M,$1.60M,House 1950 115m2 590m2 Residence Residential - A 64/35933 ,12 Feb 2015 Sold $1.17M,04 Jul 2014 Sold $1.17M,14 Jun 2011 Sold $690k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-gaza-rd-west-ryde-nsw-2114-2108808,"2 Gaza Rd, West Ryde",3,1,1,95m2,271m2,$1.30M,$1.40M,House 1930 95m2 271m2 Residence Business - B 7/14238 ,09 Feb 2015 Sold $1.14M,"11 Nov 2014 Listed for Sale SOLD AT AUCTION FOR $1,143,000",26 Oct 2010 Sold $520k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/863-victoria-rd-west-ryde-nsw-2114-12719755,"863 Victoria Rd, West Ryde",3,1,1,,550m2,$1.30M,$1.40M,House 1960 550m2 Residential - A 2/4825 ,06 Feb 2015 Sold $800k,03 Dec 1985 Sold $75k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-lawrence-st-west-ryde-nsw-2114-2233914,"1 Lawrence St, West Ryde",5,3,3,,929m2,$2.00M,$2.20M,House 1963 929m2 Residential - A 18/28606 ,12 Feb 2007 Sold $775k,16 Jan 2006 Sold $725k,,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21a-benson-st-west-ryde-nsw-2114-4370564,"21a Benson St, West Ryde",4,3,3,190m2,1201m2,$1.80M,$2.00M,House 1979 190m2 1201m2 Residence Residential - A 2/511422 ,03 Feb 2015 Sold $1.40M,"05 Dec 2014 Listed for Sale SOLD FOR $1,400,000",01 Aug 2003 Sold $660k,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65a-darvall-rd-west-ryde-nsw-2114-4354952,"65a Darvall Rd, West Ryde",4,2,1,613m2,613m2,$1.50M,$1.60M,House 1960 613m2 613m2 Residence Residential - A E/24358 ,02 Feb 2015 Sold $1.25M,20 Nov 2014 Listed for Sale AUCTION,18 Oct 2010 Sold $750k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-west-pde-west-ryde-nsw-2114-4987045,"8 West Pde, West Ryde",5,3,3,,189m2,$1.28M,$1.93M,House 1975 189m2 Business - B 9/21393 ,24 Apr 1995 Sold $326k,14 Oct 1975 Sold $48k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/30-moss-st-west-ryde-nsw-2114-12907359,"30 Moss St, West Ryde",5,2,1,310m2,625m2,$2.00M,$2.20M,House 2016 310m2 625m2 Residential - A 33/1257 ,30 Jan 2015 Sold $1.22M,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/25-huxley-st-west-ryde-nsw-2114-2373728,"25 Huxley St, West Ryde",3,2,1,130m2,319m2,$1.20M,$1.30M,House 1990 130m2 319m2 Residential - A 1/883214 ,29 Jan 2015 Sold $1.02M,08 Dec 2006 Sold $553k,01 Oct 1999 Sold $345k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-fir-tree-ave-west-ryde-nsw-2114-13458402,"7 Fir Tree Ave, West Ryde",3,1,1,99m2,461m2,$1.20M,$1.30M,House 1960 99m2 461m2 Residential - A 7/29582 ,28 Jan 2015 Sold $900k,03 Sep 1980 Sold $74k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-daphne-st-west-ryde-nsw-2114-12897828,"4 Daphne St, West Ryde",4,1,3,192m2,1189m2,$1.60M,$1.80M,House 1970 192m2 1189m2 Residential - A 8/225274 ,27 Jan 2015 Sold $1.43M,02 Aug 1985 Sold $141k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-clarke-st-west-ryde-nsw-2114-18812883,"2 Clarke St, West Ryde",3,2,1,151m2,613m2,$1.50M,$1.60M,House 1940 151m2 613m2 Residential - A 1/12456 ,27 Jan 2015 Sold $1.40M,20 Dec 2006 Sold $645k,09 Dec 2002 Sold $614k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/72-bennett-st-west-ryde-nsw-2114-18883150,"72 Bennett St, West Ryde",2,1,2,160m2,602m2,$1.30M,$1.40M,House 1930 160m2 602m2 Residential - A 88/11061 ,20 Jan 2015 Sold $1.06M,"29 Oct 2014 Listed for Sale Offers Over $1,030,000",18 Aug 2006 Sold $580k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65-moss-st-west-ryde-nsw-2114-13114002,"65 Moss St, West Ryde",3,1,2,99m2,600m2,$1.80M,$2.00M,House 2017 99m2 600m2 Residential - A 109/11061 ,13 Mar 2016 Rented $400,10 Mar 2015 Rented $400,19 Feb 2015 Listed for Rent $450 per week,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-bennett-st-west-ryde-nsw-2114-12854516,"3 Bennett St, West Ryde",3,1,2,140m2,612m2,$1.60M,$1.80M,House 1928 140m2 612m2 Residential - A 15/10400 ,16 Jan 2015 Sold $1.28M,"20 Nov 2014 Listed for Sale Offers Over $1,150,000",21 Oct 1980 Sold $76k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/97-ryedale-rd-west-ryde-nsw-2114-17343697,"97 Ryedale Rd, West Ryde",1,2,3,1m2,316m2,$1.40M,$2.10M,House 2015 1m2 316m2 Business - B 14/10335 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-goodwin-st-west-ryde-nsw-2114-13327699,"10 Goodwin St, West Ryde",4,3,2,,568m2,$1.50M,$1.60M,House 1970 568m2 Residential - A 3/338745 ,18 Apr 2020 Listed for Rent $800,18 Apr 2020 Listed for Rent $800,12 Jan 2015 Sold $1.15M,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/57-station-st-west-ryde-nsw-2114-9128715,"57 Station St, West Ryde",3,1,2,116m2,752m2,$1.50M,$1.60M,House 1960 116m2 752m2 Residence Residential - A 29/2322 ,04 May 2012 Rented $630,02 Jul 2010 Sold $780k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/24-griffiths-ave-west-ryde-nsw-2114-12952318,"24 Griffiths Ave, West Ryde",3,2,1,195m2,494m2,$1.50M,$1.60M,House 1920 195m2 494m2 Residence Residential - A 66/4825 ,23 Dec 2014 Sold $1.20M,23 Oct 2014 Listed for Sale SOLD PRIOR,09 Aug 2012 Sold $810k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/24-lambert-st-west-ryde-nsw-2114-4815170,"24 Lambert St, West Ryde",5,2,2,,1012m2,$1.80M,$2.00M,House 1999 1012m2 Residential - A 40/28855 ,22 Dec 2014 Sold $1.15M,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-darwin-st-west-ryde-nsw-2114-12628856,"4 Darwin St, West Ryde",3,1,3,113m2,746m2,$1.50M,$1.60M,House 1960 113m2 746m2 Residential - A 1/20132 ,06 Feb 2016 Rented $420,03 Feb 2015 Rented $420,20 Jan 2015 Listed for Rent $420 per week,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-linton-ave-west-ryde-nsw-2114-4267989,"16 Linton Ave, West Ryde",3,2,1,142m2,556m2,$1.40M,$1.50M,House 1920 142m2 556m2 Residence Residential - A 98/8097 ,08 Dec 2014 Sold $1.08M,20 Oct 2014 Listed for Sale Auction on Site unless Sold Prior,19 May 2004 Sold $510k,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-hermoyne-st-west-ryde-nsw-2114-12657026,"9 Hermoyne St, West Ryde",3,2,2,129m2,948m2,$1.23M,$1.84M,House 1963 129m2 948m2 Residential - A 8/30375 ,29 Nov 2014 Listed for Rent $500 per week,27 Nov 2014 Sold $1.20M,20 Mar 2014 Sold $1.20M,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/25-grand-ave-west-ryde-nsw-2114-2284371,"25 Grand Ave, West Ryde",3,2,1,123m2,670m2,$1.60M,$1.80M,House 1950 123m2 670m2 Residential - A A/338993 ,27 Nov 2014 Sold $1.26M,13 Dec 2005 Sold $585k,08 Jul 1993 Sold $196k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/91-marsden-rd-west-ryde-nsw-2114-13392810,"91 Marsden Rd, West Ryde",3,2,1,153m2,334m2,$1.20M,$1.30M,House 1997 153m2 334m2 Residential - A 1021/DP869743 ,12 Nov 2019 Listed for Rent APPLICATION APPROVED,04 Oct 2019 Listed for Rent Contact Agent,26 Nov 2014 Sold $834k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/67-darvall-rd-west-ryde-nsw-2114-13293111,"67 Darvall Rd, West Ryde",3,2,1,,868m2,$1.50M,$1.60M,House 1960 868m2 Residential - A F/DP24358 ,20 Jan 2016 Rented $500,04 Dec 2015 Listed for Rent $500.00 per week,25 Nov 2014 Sold $1.01M,$425/w,$500/w
