,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/94a-baker-st-carlingford-nsw-2118-13427287,"94a Baker St, Carlingford",3,1,1,805m2,$1.20M,$1.30M,$500/w,$575/w,House 1983 805m2 Residential - A 4/262890 ,13 Sep 2019 Sold ,28 Mar 2018 Sold ,16 Dec 1988 Sold $208k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/48-raimonde-rd-carlingford-nsw-2118-4601058,"48 Raimonde Rd, Carlingford",5,3,2,973m2,$2.00M,$2.20M,$750/w,$850/w,House 1970 179m2 973m2 Residence Residential - A 47/31228 ,04 Sep 2019 Sold $2.30M,28 Aug 2014 Sold $1.30M,24 May 2013 Rented $800,179m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/21-benghazi-rd-carlingford-nsw-2118-12755277,"21 Benghazi Rd, Carlingford",1,1,-,748m2,$1.50M,$1.60M,$250/w,$300/w,House 1979 748m2 Residential - A 31/27839 ,03 Sep 2019 Sold $1.46M,23 May 2016 Rented $250,09 May 2016 Listed for Rent $250 per week,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/17-talinga-st-carlingford-nsw-2118-12781016,"17 Talinga St, Carlingford",4,3,4,948m2,$1.80M,$2.00M,$575/w,$650/w,House 1983 948m2 Residential - A 21/DP261599 ,02 Sep 2019 Sold $2.00M,"24 Aug 2019 Listed for Sale $2,003,000",23 Feb 1983 Sold $70k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/39-dandarbong-ave-carlingford-nsw-2118-9107021,"39 Dandarbong Ave, Carlingford",5,3,2,712m2,$1.40M,$1.50M,$650/w,$750/w,House 2014 229m2 712m2 Residence Residential - A 33/29030 ,02 Sep 2019 Sold $1.20M,07 Aug 2019 Listed for Sale Just Listed,17 Sep 2010 Sold $600k,229m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/381a-north-rocks-rd-carlingford-nsw-2118-4414463,"381a North Rocks Rd, Carlingford",2,1,1,721m2,$1.10M,$1.20M,$500/w,$575/w,House 2003 721m2 Residence Residential - A 2/DP220142 ,29 Aug 2019 Sold ,07 Apr 2003 Sold $469k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/18-torquil-ave-carlingford-nsw-2118-4514123,"18 Torquil Ave, Carlingford",3,1,1,727m2,$1.30M,$1.40M,$500/w,$575/w,House 2014 262m2 727m2 Residence Residential - A 24/29636 ,29 Aug 2019 Sold ,30 Nov 2010 Sold $715k,06 Aug 2002 Sold $532k,262m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/744a-pennant-hills-rd-carlingford-nsw-2118-4668884,"744a Pennant Hills Rd, Carlingford",6,3,2,784m2,$1.80M,$2.00M,$850/w,$950/w,House 2003 303m2 784m2 Vacant Land Residential - A 2/DP882047 ,25 Aug 2019 Sold $1.79M,"08 Aug 2019 Listed for Sale $1,788,000",01 Mar 2001 Sold $260k,303m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/13-ferndale-ave-carlingford-nsw-2118-13629104,"13 Ferndale Ave, Carlingford",4,3,3,701m2,$1.40M,$1.50M,$650/w,$750/w,House 1986 701m2 Residential - A 1/DP245750 ,24 Aug 2019 Sold $1.40M,30 Jul 2019 Listed for Sale Auction - 24th Aug at 3:00pm,16 Sep 1986 Sold $212k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/52-christel-ave-carlingford-nsw-2118-4808292,"52 Christel Ave, Carlingford",3,2,1,900m2,$1.40M,$1.50M,$650/w,$750/w,House 1970 900m2 Residence Residential - A 77/250550 ,24 Aug 2019 Sold $1.50M,26 Oct 2009 Sold $692k,23 Sep 1999 Sold $369k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/12-alamein-ave-carlingford-nsw-2118-12777912,"12 Alamein Ave, Carlingford",4,2,1,709m2,$1.30M,$1.40M,$575/w,$650/w,House 1981 709m2 Residential - A 59/DP28721 ,23 Aug 2019 Sold $1.33M,"14 Aug 2019 Listed for Sale $1,325,000",,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/9-fleming-st-carlingford-nsw-2118-13685447,"9 Fleming St, Carlingford",4,3,2,1127m2,$1.60M,$1.80M,$575/w,$650/w,House 1980 1127m2 Residential - A 152/DP31772 ,17 Aug 2019 Sold $1.69M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-coral-tree-dr-carlingford-nsw-2118-19430403,"7 Coral Tree Dr, Carlingford",4,2,2,943m2,$1.40M,$1.50M,$650/w,$750/w,House 1978 943m2 Residential - A 36/DP222301 ,17 Aug 2019 Sold $1.38M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/9-niangla-pl-carlingford-nsw-2118-12494131,"9 Niangla Pl, Carlingford",3,2,2,706m2,$1.20M,$1.30M,$425/w,$500/w,House 1983 706m2 Residential - A 38/DP217531 ,14 Aug 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/11-ferndale-ave-carlingford-nsw-2118-12744295,"11 Ferndale Ave, Carlingford",4,2,2,714m2,$1.20M,$1.30M,$425/w,$500/w,House 1985 714m2 Residence Residential - A 321/224485 ,14 Aug 2019 Sold ,03 Apr 2013 Sold $160k,31 May 1991 Sold $220k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/10-adrian-ct-carlingford-nsw-2118-4808533,"10 Adrian Ct, Carlingford",2,1,-,721m2,$1.20M,$1.30M,$425/w,$500/w,House 1999 721m2 Residential - A 486/232444 ,13 Aug 2019 Sold ,28 Jun 1999 Sold $213k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/2-hepburn-ave-carlingford-nsw-2118-4809294,"2 Hepburn Ave, Carlingford",3,1,2,365m2,$900k,$1.00M,$300/w,$350/w,House 1980 365m2 Residential - A 1/845101 ,12 Aug 2019 Sold $800k,28 Jun 2019 Listed for Rent $400 Per Week,24 Nov 2016 Sold $1.50M,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/199-carlingford-rd-carlingford-nsw-2118-4810003,"199 Carlingford Rd, Carlingford",3,2,2,408m2,$1.10M,$1.20M,$500/w,$575/w,House 1985 408m2 Residence Residential - A 1/879689 ,12 Aug 2019 Sold $900k,27 May 2019 Listed for Rent DEPOSIT TAKEN!,15 Jun 2018 Listed for Rent Deposit Taken,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-bankshill-cres-carlingford-nsw-2118-18770167,"7 Bankshill Cres, Carlingford",3,2,2,935m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 146m2 935m2 Residential - A 12/230955 ,10 Aug 2019 Sold $1.30M,18 Sep 2016 Rented $680,31 Aug 2016 Rented $680,146m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-keats-st-carlingford-nsw-2118-13213023,"3 Keats St, Carlingford",4,2,2,770m2,$1.30M,$1.40M,$500/w,$575/w,House 1980 770m2 Residential - A 137/DP31772 ,08 Aug 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/32-yalding-ave-carlingford-nsw-2118-12072297,"32 Yalding Ave, Carlingford",4,2,2,759m2,$1.40M,$1.50M,$500/w,$575/w,House 1978 157m2 759m2 Residence Residential - A 11/237378 ,07 Aug 2019 Sold $1.43M,19 Jul 2011 Sold $685k,,157m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/26-brooklyn-cres-carlingford-nsw-2118-4402252,"26 Brooklyn Cres, Carlingford",3,2,2,213m2,$1.10M,$1.20M,$575/w,$650/w,House 2002 213m2 Residence Residential - A 55/270263 ,07 Aug 2019 Sold ,27 Jun 2012 Sold $610k,09 May 2003 Sold $555k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/10-charles-st-carlingford-nsw-2118-13436929,"10 Charles St, Carlingford",2,1,1,651m2,$1.40M,$1.50M,$250/w,$300/w,House 1980 651m2 Residential - A 5/732032 ,06 Aug 2019 Sold $1.33M,10 Mar 1993 Sold $215k,10 Mar 1993 Sold $215k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/11-tanderra-ave-carlingford-nsw-2118-12775013,"11 Tanderra Ave, Carlingford",4,2,2,714m2,$1.18M,$1.60M,,,House 1975 124m2 714m2 Residential - A 6/DP25590 ,04 Aug 2019 Sold ,24 Jul 2017 Sold $1.55M,21 Apr 2017 Listed for Sale Expressions Of Interest,124m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/41-brand-st-carlingford-nsw-2118-5639223,"41 Brand St, Carlingford",4,3,2,300m2,$963k,$1.18M,$575/w,$650/w,House 1981 166m2 300m2 Residential - A 2/1188952 ,02 Aug 2019 Sold $1.00M,11 Aug 2014 Sold $780k,09 Nov 2013 Sold $810k,166m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/290-marsden-rd-carlingford-nsw-2118-13256576,"290 Marsden Rd, Carlingford",3,1,1,791m2,$1.30M,$1.40M,$500/w,$575/w,House 1976 791m2 Residential - A 1/DP504663 ,01 Aug 2019 Sold $550k,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/18-lochinvar-pde-carlingford-nsw-2118-12966992,"18 Lochinvar Pde, Carlingford",3,1,2,920m2,$1.30M,$1.40M,$575/w,$650/w,House 1980 920m2 Residential - A 5/DP514385 ,31 Jul 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/30-post-office-st-carlingford-nsw-2118-13678714,"30 Post Office St, Carlingford",5,2,2,727m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 219m2 727m2 Residential - A 11/21386 ,31 Jul 2019 Sold ,15 Nov 2017 Sold $1.70M,28 Jul 2017 Rented $630,219m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/43-tomah-st-carlingford-nsw-2118-5908295,"43 Tomah St, Carlingford",3,2,1,929m2,$2.00M,$2.20M,$575/w,$650/w,House 1980 929m2 Residential - A 13/217529 ,30 Jul 2019 Sold $1.91M,"10 Jul 2019 Listed for Sale $1,905,800",17 Apr 2019 Listed for Sale Contact Agent,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/34-olinda-cres-carlingford-nsw-2118-12582090,"34 Olinda Cres, Carlingford",4,2,2,792m2,$1.30M,$1.40M,$575/w,$650/w,House 1989 792m2 Residential - A 331/DP260784 ,22 Jul 2019 Sold $1.26M,17 Jan 1989 Sold $280k,17 Jan 1989 Sold $280k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/33-lochinvar-pde-carlingford-nsw-2118-13379572,"33 Lochinvar Pde, Carlingford",5,3,2,696m2,$1.40M,$1.50M,$575/w,$650/w,House 1995 696m2 Residential - A 86/240304 ,20 Jul 2019 Sold $1.69M,30 Jun 1995 Sold $315k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/21-yalding-ave-carlingford-nsw-2118-12340947,"21 Yalding Ave, Carlingford",3,1,1,695m2,$1.10M,$1.20M,$575/w,$650/w,House 1988 695m2 Residence Residential - A 16/237378 ,19 Jul 2019 Sold $363k,30 Sep 2014 Sold $140k,30 Sep 2014 Sold $140k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/51-arcadian-cct-carlingford-nsw-2118-12794524,"51 Arcadian Cct, Carlingford",4,2,2,854m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 129m2 854m2 Residential - A 349/515057 ,17 Jul 2019 Sold $1.40M,01 Jul 2019 Listed for Sale Auction,28 Feb 2017 Rented $650,129m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/20-coral-tree-dr-carlingford-nsw-2118-13163176,"20 Coral Tree Dr, Carlingford",5,3,2,926m2,$1.30M,$1.40M,$425/w,$500/w,House 1978 926m2 Residential - A 30/DP222301 ,17 Jul 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-snowdon-ave-carlingford-nsw-2118-4807613,"3 Snowdon Ave, Carlingford",3,1,2,790m2,$1.30M,$1.40M,$650/w,$750/w,House 1960 790m2 Residence Residential - A 229/214655 ,17 Jul 2019 Sold $1.27M,01 Oct 2010 Sold $700k,11 Nov 1999 Sold $378k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/25-lyndelle-pl-carlingford-nsw-2118-13176265,"25 Lyndelle Pl, Carlingford",4,2,2,797m2,$1.60M,$1.80M,$750/w,$850/w,House 1986 791m2 797m2 Residential - A 25/238334 ,13 Jul 2019 Sold $1.59M,22 Dec 1994 Sold $282k,14 Dec 1990 Sold $240k,791m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/700-pennant-hills-rd-carlingford-nsw-2118-2420216,"700 Pennant Hills Rd, Carlingford",4,1,2,752m2,$1.10M,$1.20M,$500/w,$575/w,House 1990 170m2 752m2 Residence Residential - A 25/858979 ,12 Jul 2019 Sold $910k,12 Feb 2013 Sold $630k,18 Sep 2008 Sold $491k,170m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/25-morshead-ave-carlingford-nsw-2118-13172343,"25 Morshead Ave, Carlingford",3,1,2,843m2,$1.40M,$1.50M,$575/w,$650/w,House 1978 843m2 Residential - A 16/DP28993 ,23 Aug 2019 Listed for Rent 600 Per Week,06 Jul 2019 Sold $1.41M,"05 Jun 2019 Listed for Sale $1,405,000",
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/54-bradley-dr-carlingford-nsw-2118-12481421,"54 Bradley Dr, Carlingford",4,2,2,694m2,$1.40M,$1.50M,$650/w,$750/w,House 1978 694m2 Residential - A 27/DP215429 ,04 Jul 2019 Sold $1.48M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/81-raimonde-rd-carlingford-nsw-2118-12498391,"81 Raimonde Rd, Carlingford",4,3,1,605m2,$1.30M,$1.40M,$575/w,$650/w,House 2015 105m2 605m2 Residential - A 59/31228 ,04 Jul 2019 Sold $1.42M,13 Jun 2019 Listed for Rent $850 Per Week,12 Feb 2015 Sold $1.60M,105m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/191-pennant-hills-rd-carlingford-nsw-2118-13593877,"191 Pennant Hills Rd, Carlingford",4,2,2,891m2,$1.10M,$1.20M,$500/w,$575/w,House 1969 891m2 Residential - A 4/DP7967 ,04 Jul 2019 Sold $1.00M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/14-dalmar-pl-carlingford-nsw-2118-4649469,"14 Dalmar Pl, Carlingford",6,3,2,901m2,$1.50M,$1.60M,$575/w,$650/w,House 2001 901m2 Residence Residential - A 41/812884 ,04 Jul 2019 Sold $1.42M,"24 Oct 2018 Listed for Sale Sold $1,420,000",27 Jul 2001 Sold $540k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-sylvia-ave-carlingford-nsw-2118-12873813,"7 Sylvia Ave, Carlingford",10,1,7,930m2,$1.50M,$1.60M,$350/w,$425/w,House 1995 930m2 Residential - A 11/229276 ,01 Jul 2019 Sold $1.38M,14 Jun 2019 Listed for Sale Auction - Family Medical Practice,21 Nov 1995 Sold $270k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/8-hollister-pl-carlingford-nsw-2118-2505814,"8 Hollister Pl, Carlingford",4,2,2,695m2,$1.10M,$1.20M,$500/w,$575/w,House 1960 695m2 Residence Residential - A 14/238414 ,01 Jul 2019 Sold $970k,06 Nov 2007 Sold $572k,15 Apr 2004 Sold $570k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/5a-dryden-ave-carlingford-nsw-2118-2338702,"5a Dryden Ave, Carlingford",5,4,2,2574m2,$2.20M,$2.40M,$650/w,$750/w,House 1993 2574m2 Residential - A 5/227615 ,27 Jun 2019 Sold ,19 Sep 2006 Sold $730k,21 May 1999 Sold $415k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/2a-hepburn-ave-carlingford-nsw-2118-13007394,"2a Hepburn Ave, Carlingford",3,2,2,332m2,$1.10M,$1.20M,$425/w,$500/w,House 1992 120m2 332m2 Residential - A 2/845101 ,03 Jul 2020 Listed for Rent DEPOSIT TAKEN! pw,25 Jun 2019 Sold $1.05M,19 Jun 2019 Listed for Rent DEPOSIT TAKEN!,120m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/199a-carlingford-rd-carlingford-nsw-2118-4399227,"199a Carlingford Rd, Carlingford",3,2,2,460m2,$1.00M,$1.10M,$500/w,$575/w,House 2003 460m2 Residence Residential - A 2/DP879689 ,25 Jun 2019 Sold $1.05M,15 Jun 2018 Listed for Rent Deposit Taken,05 Sep 2016 Sold $1.20M,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/10-thornton-ave-carlingford-nsw-2118-13253619,"10 Thornton Ave, Carlingford",4,2,2,747m2,$1.20M,$1.30M,$425/w,$500/w,House 1979 747m2 Residential - A 3/DP237369 ,24 Jun 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/8-douglass-ave-carlingford-nsw-2118-12366981,"8 Douglass Ave, Carlingford",3,1,2,707m2,$1.10M,$1.20M,$500/w,$575/w,House 1981 707m2 Residential - A 55/DP224169 ,22 Jun 2019 Sold $1.06M,15 May 1981 Sold $79k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/27-tobruk-ave-carlingford-nsw-2118-13417951,"27 Tobruk Ave, Carlingford",4,2,2,760m2,$1.40M,$1.50M,$575/w,$650/w,House 1975 219m2 760m2 Residential - A 17/DP26990 ,22 Jun 2019 Sold $1.54M,"29 Jan 2019 Listed for Sale For Sale $1,350,000",23 Dec 1982 Sold $90k,219m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/64-dunrossil-ave-carlingford-nsw-2118-13469312,"64 Dunrossil Ave, Carlingford",5,4,2,695m2,$2.00M,$2.20M,$425/w,$500/w,House 2016 337m2 695m2 Residence Residential - A 4/219912 ,11 May 2019 Sold $1.98M,13 Mar 2019 Listed for Sale Contact Agent,13 Aug 2013 Rented $500,337m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/32-barellan-ave-carlingford-nsw-2118-4415553,"32 Barellan Ave, Carlingford",4,2,2,930m2,$1.60M,$1.80M,$425/w,$500/w,House 1970 212m2 930m2 Residence Residential - A 17/229660 ,11 May 2019 Sold $1.82M,11 Apr 2019 Listed for Sale Sold by Joy at Auction for $1.82Mil,05 Dec 2011 Sold $1.02M,212m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/31-balaka-dr-carlingford-nsw-2118-13559392,"31 Balaka Dr, Carlingford",5,3,2,736m2,$1.20M,$1.30M,$500/w,$575/w,House 1985 736m2 Residential - A 2/612888 ,09 May 2019 Sold ,12 Sep 1991 Sold $329k,11 Oct 1985 Sold $168k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/19-paterson-st-carlingford-nsw-2118-4809136,"19 Paterson St, Carlingford",4,1,2,740m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 740m2 Residential - A 25/217843 ,09 May 2019 Sold ,18 Feb 1999 Sold $365k,16 Dec 1985 Sold $135k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/22-gossell-gr-carlingford-nsw-2118-4261884,"22 Gossell Gr, Carlingford",3,1,2,812m2,$1.20M,$1.30M,$500/w,$575/w,House 1976 812m2 Residence Residential - A 159/253099 ,03 May 2019 Sold $1.03M,11 Jun 2004 Sold $590k,12 Jul 2002 Sold $470k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/13-wondabah-pl-carlingford-nsw-2118-13776999,"13 Wondabah Pl, Carlingford",-,-,-,702m2,$1.50M,$1.60M,$750/w,$850/w,House 702m2 Residential - A 16/DP872204 ,01 May 2019 Sold $1.48M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/54-dryden-ave-carlingford-nsw-2118-4330967,"54 Dryden Ave, Carlingford",3,1,2,1233m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 1233m2 Residence Residential - A 14/228753 ,30 Apr 2019 Sold ,05 Jul 2017 Sold $1.30M,07 Nov 2003 Sold $575k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/1a-parma-pl-carlingford-nsw-2118-4106182,"1a Parma Pl, Carlingford",4,2,2,695m2,$1.30M,$1.40M,$500/w,$575/w,House 1975 695m2 Residence Residential - A 8/225128 ,29 Apr 2019 Sold ,22 Jan 2009 Sold $563k,18 Feb 2000 Sold $323k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/22-bellevue-dr-carlingford-nsw-2118-12271470,"22 Bellevue Dr, Carlingford",6,3,2,696m2,$1.50M,$1.60M,$650/w,$750/w,House 1978 696m2 Residential - A 53/DP220601 ,27 Apr 2019 Sold $1.31M,"03 Apr 2019 Listed for Sale Price guide $1,200,000","12 Feb 2019 Listed for Sale $1,399,000",
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/68-oakes-rd-carlingford-nsw-2118-2157203,"68 Oakes Rd, Carlingford",5,2,1,1005m2,$1.20M,$1.30M,$300/w,$350/w,House 1967 1005m2 Residence Residential - A 17/219892 ,24 Apr 2019 Sold $745k,21 Sep 2015 Sold $700k,16 Dec 2010 Sold $500k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/46-dryden-ave-carlingford-nsw-2118-13123797,"46 Dryden Ave, Carlingford",4,2,2,1140m2,$1.40M,$1.50M,$500/w,$575/w,House 1985 1140m2 Residential - A 6/253653 ,18 Apr 2019 Sold $1.10M,27 Nov 1985 Sold $133k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/29-dandarbong-ave-carlingford-nsw-2118-3403355,"29 Dandarbong Ave, Carlingford",3,1,1,1056m2,$1.30M,$1.40M,$500/w,$575/w,House 1955 153m2 1056m2 Residential - A 9/29030 ,17 Apr 2019 Sold $1.30M,02 Nov 2015 Sold $988k,20 Jun 2007 Sold $460k,153m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/14-bradley-dr-carlingford-nsw-2118-4807943,"14 Bradley Dr, Carlingford",4,2,2,746m2,$1.40M,$1.50M,$650/w,$750/w,House 1970 168m2 746m2 Residence Residential - A 17/217257 ,17 Apr 2019 Sold $133k,08 Aug 2012 Sold $770k,03 Aug 1999 Sold $345k,168m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/96-felton-rd-carlingford-nsw-2118-13621164,"96 Felton Rd, Carlingford",4,2,2,729m2,$1.20M,$1.30M,$575/w,$650/w,House 1984 729m2 Residential - A 2/534369 ,16 Apr 2019 Sold $1,19 Apr 1984 Sold $118k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-bushland-cres-carlingford-nsw-2118-13406566,"7 Bushland Cres, Carlingford",3,1,3,885m2,$1.20M,$1.30M,$575/w,$650/w,House 1992 885m2 Residential - A 7/224752 ,11 Apr 2019 Sold $1.10M,09 Mar 2019 Listed for Sale Price Guide $1.1M - 1.2M,15 May 1992 Sold $262k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-yarralumla-dr-carlingford-nsw-2118-13028861,"3 Yarralumla Dr, Carlingford",4,3,2,736m2,$1.40M,$1.50M,$850/w,$950/w,House 1987 736m2 Residential - A 18/239735 ,08 Apr 2019 Sold $1.30M,"23 Mar 2019 Listed for Sale $1,300,000",08 Oct 1990 Sold $345k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/108-felton-rd-carlingford-nsw-2118-2055204,"108 Felton Rd, Carlingford",5,3,2,739m2,$2.00M,$2.20M,$750/w,$850/w,House 2004 291m2 739m2 Residence Residential - A 88/210955 ,08 Apr 2019 Sold $1.70M,30 Jan 2019 Listed for Sale Auction 23 Feb 2019,20 Jan 2012 Sold $1.28M,291m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/34-hibiscus-ave-carlingford-nsw-2118-12876229,"34 Hibiscus Ave, Carlingford",4,2,2,668m2,$1.30M,$1.40M,$650/w,$750/w,House 1980 668m2 Residential - A 115/DP259865 ,05 Apr 2019 Sold $1.16M,04 Nov 1980 Sold $102k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/151-balaka-dr-carlingford-nsw-2118-12810115,"151 Balaka Dr, Carlingford",3,1,1,725m2,$1.20M,$1.30M,$500/w,$575/w,House 1980 725m2 Residential - A 18/DP259763 ,04 Apr 2019 Sold ,04 Feb 1980 Sold $34k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/46-dunrossil-ave-carlingford-nsw-2118-13323157,"46 Dunrossil Ave, Carlingford",3,1,1,704m2,$1.10M,$1.20M,$500/w,$575/w,House 1979 704m2 Residential - A 10/29440 ,04 Apr 2019 Sold ,"04 Dec 2018 Listed for Sale $1,100,000",17 Sep 1996 Sold $219k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/16-lanceley-ave-carlingford-nsw-2118-13054437,"16 Lanceley Ave, Carlingford",3,1,2,720m2,$800k,$900k,$575/w,$650/w,House 1989 720m2 Residential - A 17/DP230685 ,30 Mar 2019 Sold $760k,"17 Jan 2019 Listed for Sale $750,000 - $788,000",30 Jun 1989 Sold $253k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/30-dandarbong-ave-carlingford-nsw-2118-2570280,"30 Dandarbong Ave, Carlingford",4,2,2,670m2,$1.20M,$1.30M,$650/w,$750/w,House 2016 670m2 Residential - A 9/229570 ,30 Mar 2019 Sold $1.10M,07 Apr 2015 Sold $900k,31 Mar 2008 Sold $493k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/5-kay-st-carlingford-nsw-2118-12451597,"5 Kay St, Carlingford",3,1,1,934m2,$1.60M,$1.80M,$650/w,$750/w,House 1984 934m2 Residential - A 8/263068 ,29 Mar 2019 Sold ,24 Sep 1986 Sold $74k,01 May 1984 Sold $400k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/262-pennant-hills-rd-carlingford-nsw-2118-16098355,"262 Pennant Hills Rd, Carlingford",3,1,1,2403m2,$2.80M,$3.00M,$425/w,$500/w,House 1980 2403m2 Residence Residential - A 3/213263 ,29 Mar 2019 Sold $2.90M,10 Feb 2015 Listed for Sale SOLD!!!,22 Oct 2012 Sold $1.30M,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/68-dandarbong-ave-carlingford-nsw-2118-20718277,"68 Dandarbong Ave, Carlingford",6,4,3,,$2.00M,$2.20M,$300/w,$350/w,House ,28 Mar 2019 Sold ,01 Mar 2019 Listed for Sale Auction - Must be Sold!,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/26-tobruk-ave-carlingford-nsw-2118-4332946,"26 Tobruk Ave, Carlingford",4,3,2,759m2,$1.80M,$2.00M,$575/w,$650/w,House 2003 307m2 759m2 Residence Residential - A 56/26990 ,27 Mar 2019 Sold $1.85M,03 Nov 2003 Sold $575k,,307m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/30a-dandarbong-ave-carlingford-nsw-2118-20122224,"30a Dandarbong Ave, Carlingford",5,3,3,332m2,$1.20M,$1.30M,$575/w,$650/w,House 1978 332m2 ,25 Mar 2019 Sold $1.08M,"06 Feb 2019 Listed for Sale Price Guide $1,100,000",,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-linley-cl-carlingford-nsw-2118-12824165,"4 Linley Cl, Carlingford",5,3,2,731m2,$1.40M,$1.50M,$575/w,$650/w,House 1981 731m2 Residential - A 2/DP239735 ,23 Mar 2019 Sold $1.32M,,,
