,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/21-harefield-cl-north-epping-nsw-2121-2275013,"21 Harefield Cl, North Epping",4,3,2,1113m2,$1.80M,$2.00M,$575/w,$650/w,House 1993 1113m2 Residential - A K/27760 ,10 Oct 2020 Sold $1.86M,16 May 2006 Sold $820k,30 Jul 1993 Sold $275k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/43-devon-st-north-epping-nsw-2121-3236138,"43 Devon St, North Epping",4,3,2,1290m2,$1.09M,$1.64M,$575/w,$650/w,House 1992 1290m2 Residential - A 2/29547 ,29 Sep 2020 Sold ,30 Jun 2008 Sold $243k,23 Nov 1992 Sold $73k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/6-nirimba-ave-north-epping-nsw-2121-19420685,"6 Nirimba Ave, North Epping",4,2,1,1454m2,$1.60M,$1.80M,$500/w,$575/w,House 1992 1454m2 Residential - A 31/201195 ,25 Sep 2020 Sold ,06 Nov 1992 Sold $216k,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/138-norfolk-rd-north-epping-nsw-2121-12661853,"138 Norfolk Rd, North Epping",3,2,1,858m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 858m2 Residential - A 12/DP21076 ,21 Sep 2020 Sold $1.49M,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/21-boundary-rd-north-epping-nsw-2121-13452599,"21 Boundary Rd, North Epping",3,1,2,872m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 872m2 Residential - A 5/28931 ,14 Sep 2020 Sold $940k,26 Jul 2019 Sold ,19 Dec 2013 Sold $900k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/21-hanover-ave-north-epping-nsw-2121-14369968,"21 Hanover Ave, North Epping",3,2,1,834m2,$1.40M,$1.50M,$500/w,$575/w,House 1978 834m2 Residential - A 42/DP31170 ,09 Sep 2020 Sold ,16 Jan 2020 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/2-304-malton-rd-north-epping-nsw-2121-12761481,"2/304 Malton Rd, North Epping",4,3,2,789m2,$1.10M,$1.20M,$575/w,$650/w,House 1990 789m2 Residential - A ,05 Sep 2020 Sold $955k,18 Jul 1990 Sold $275k,18 Jul 1990 Sold $275k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/19a-harefield-cl-north-epping-nsw-2121-4307908,"19a Harefield Cl, North Epping",6,2,2,654m2,$1.60M,$1.80M,$850/w,$950/w,House 2004 654m2 Residence Residential - A 12/DP1018077 ,05 Sep 2020 Sold $1.68M,16 Apr 2019 Listed for Rent $900 per week,22 Dec 2009 Sold $830k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/25-grayson-rd-north-epping-nsw-2121-2112040,"25 Grayson Rd, North Epping",4,1,1,847m2,$1.50M,$1.60M,$650/w,$750/w,House 1975 178m2 847m2 Residential - A 19/30491 ,31 Aug 2020 Sold $1.62M,15 Oct 2004 Sold $625k,25 Jan 1996 Sold $277k,178m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/209a-malton-rd-north-epping-nsw-2121-13321487,"209a Malton Rd, North Epping",4,3,2,1328m2,$1.60M,$1.80M,$850/w,$950/w,House 1977 1328m2 Residential - A 3/DP566282 ,29 Aug 2020 Sold $1.74M,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/4-howard-pl-north-epping-nsw-2121-13982290,"4 Howard Pl, North Epping",4,2,4,739m2,$1.60M,$1.80M,$750/w,$850/w,House 1994 739m2 Residential - A 35/237976 ,26 Aug 2020 Sold $1.68M,"29 Jul 2020 Listed for Sale $1,680,000 - $1,750,000",05 Aug 1994 Sold $343k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/4-woodvale-ave-north-epping-nsw-2121-4986958,"4 Woodvale Ave, North Epping",3,1,1,821m2,$1.30M,$1.40M,$500/w,$575/w,House 1978 821m2 Residential - A 11/DP28407 ,18 Aug 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/3-harper-st-north-epping-nsw-2121-10223595,"3 Harper St, North Epping",3,1,1,740m2,$1.30M,$1.40M,$650/w,$750/w,House 1950 130m2 740m2 Residence Residential - A 7/27776 ,15 Aug 2020 Sold $1.40M,16 Mar 2011 Sold $755k,17 Dec 1996 Sold $290k,130m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/38-boundary-rd-north-epping-nsw-2121-13071411,"38 Boundary Rd, North Epping",5,3,2,765m2,$2.20M,$2.40M,$425/w,$500/w,House 1960 765m2 Residence Residential - A 3/390924 ,15 Aug 2020 Sold $2.36M,10 Mar 2020 Listed for Sale For Sale Contact Agent,15 Feb 2013 Sold $755k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/10-kirkwood-ave-north-epping-nsw-2121-14015842,"10 Kirkwood Ave, North Epping",2,1,1,746m2,$1.40M,$1.50M,$425/w,$500/w,House 1980 746m2 Residential - A 17/DP29866 ,13 Aug 2020 Sold ,19 Jul 1985 Sold $102k,19 Jul 1985 Sold $102k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/124-norfolk-rd-north-epping-nsw-2121-13831708,"124 Norfolk Rd, North Epping",5,3,3,951m2,$1.50M,$1.60M,$575/w,$650/w,House 1970 951m2 Residential - A 8/DP11912 ,11 Aug 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/91-norfolk-rd-north-epping-nsw-2121-5934854,"91 Norfolk Rd, North Epping",3,2,2,603m2,$1.50M,$1.60M,$650/w,$750/w,House 1915 603m2 Residence Residential - A 3/21835 ,08 Aug 2020 Sold $1.72M,15 Jan 2020 Sold ,18 May 2010 Sold $1.11M,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/317a-malton-rd-north-epping-nsw-2121-12736299,"317a Malton Rd, North Epping",4,2,2,694m2,$1.60M,$1.80M,$650/w,$750/w,House 1977 200m2 694m2 Residential - A 2/DP525508 ,04 Aug 2020 Sold ,,,200m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/245-malton-rd-north-epping-nsw-2121-8325424,"245 Malton Rd, North Epping",4,2,2,853m2,$1.60M,$1.80M,$750/w,$850/w,House 1960 158m2 853m2 Residence Residential - A 10/19519 ,03 Aug 2020 Sold $1,09 Jul 2018 Listed for Rent Deposit Taken,31 May 2010 Sold $1.00M,158m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/20b-devon-st-north-epping-nsw-2121-2380459,"20b Devon St, North Epping",3,2,1,488m2,$1.40M,$1.50M,$575/w,$650/w,House 2006 488m2 Residential - A 32/DP865178 ,28 Jul 2020 Sold $1.46M,21 Dec 2006 Sold $621k,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/32-grigg-ave-north-epping-nsw-2121-13421549,"32 Grigg Ave, North Epping",3,1,1,803m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 803m2 Residential - A 13/DP203441 ,22 Jul 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/36-boundary-rd-north-epping-nsw-2121-13213396,"36 Boundary Rd, North Epping",4,2,2,830m2,$1.40M,$1.50M,$650/w,$750/w,House 1985 830m2 Residential - A 2/DP23698 ,17 Jul 2020 Sold ,18 Oct 1985 Sold $121k,18 Oct 1985 Sold $121k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/48-grayson-rd-north-epping-nsw-2121-13983037,"48 Grayson Rd, North Epping",4,2,2,740m2,$1.60M,$1.80M,$650/w,$750/w,House 1998 740m2 Residential - A 3/30491 ,13 Jul 2020 Sold $1.65M,23 Jan 1998 Sold $360k,23 Jan 1998 Sold $360k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/274a-malton-rd-north-epping-nsw-2121-2154808,"274a Malton Rd, North Epping",4,2,-,655m2,$1.60M,$1.80M,$650/w,$750/w,House 2008 209m2 655m2 Residential - A 3/DP1067147 ,11 Jul 2020 Sold $1.65M,09 Nov 2005 Sold $828k,09 Nov 2005 Sold $828k,209m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/48-eastcote-rd-north-epping-nsw-2121-5627752,"48 Eastcote Rd, North Epping",4,2,2,897m2,$1.50M,$1.60M,$650/w,$750/w,House 1983 150m2 897m2 Residence Residential - A 17/30286 ,01 Jul 2020 Sold $1,26 Aug 2009 Sold $770k,24 May 1991 Sold $220k,150m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/27-grayson-rd-north-epping-nsw-2121-13980486,"27 Grayson Rd, North Epping",5,3,3,879m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 189m2 879m2 Residential - A 20/DP30491 ,22 Jun 2020 Sold $1.64M,25 Mar 2020 Listed for Sale Under Contract,"03 Aug 2018 Listed for Sale $1,575,000",189m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/19-holland-st-north-epping-nsw-2121-13978776,"19 Holland St, North Epping",3,1,1,744m2,$1.40M,$1.50M,$650/w,$750/w,House 1978 744m2 Residential - A 27/DP30226 ,20 Jun 2020 Sold $1.43M,07 Dec 2018 Sold ,08 Feb 2018 Sold ,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/3-howard-pl-north-epping-nsw-2121-13981008,"3 Howard Pl, North Epping",4,3,2,739m2,$1.60M,$1.80M,$750/w,$850/w,House 1981 739m2 Residential - A 17/DP237976 ,18 Jun 2020 Sold $1.97M,11 Jun 2020 Listed for Sale For Sale - Contact Agent,30 Aug 2017 Sold $1.71M,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/14-harper-st-north-epping-nsw-2121-13977637,"14 Harper St, North Epping",3,1,6,758m2,$1.00M,$1.10M,$350/w,$425/w,House 1979 758m2 Residential - A 17/DP27776 ,17 Jun 2020 Sold $1.07M,29 May 2020 Listed for Sale Auction: 27th June at 10.15am (Unless Sold Prior),08 Dec 2019 Sold ,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/46-grayson-rd-north-epping-nsw-2121-13982897,"46 Grayson Rd, North Epping",6,3,3,740m2,$1.60M,$1.80M,$575/w,$650/w,House 1950 244m2 740m2 Residential - A 4/30491 ,06 Jun 2020 Sold $1.72M,15 Jan 2016 Sold $1.42M,"24 Sep 2015 Listed for Sale Sold $1,420,000",244m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/17-bedford-rd-north-epping-nsw-2121-13978351,"17 Bedford Rd, North Epping",3,1,1,707m2,$1.60M,$1.80M,$650/w,$750/w,House 1986 707m2 Residential - A 8/DP28412 ,05 Jun 2020 Sold $1.68M,28 Feb 1986 Sold $99k,28 Feb 1986 Sold $99k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/24a-devon-st-north-epping-nsw-2121-14031679,"24a Devon St, North Epping",4,2,2,818m2,$1.50M,$1.60M,$650/w,$750/w,House 1997 818m2 Residential - A 1/845655 ,04 Jun 2020 Sold $1.56M,28 Apr 2020 Listed for Sale For Sale - Contact Agent,28 Oct 2019 Sold ,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/7-braidwood-ave-north-epping-nsw-2121-12835051,"7 Braidwood Ave, North Epping",4,3,4,771m2,$1.50M,$1.60M,$650/w,$750/w,House 1965 164m2 771m2 Residential - A 12/30369 ,03 Jun 2020 Sold $1.70M,06 Mar 2020 Listed for Sale Auction: 13th June at 2.15pm (Unless Sold Prior),31 Mar 1999 Sold $372k,164m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/1-gregory-ave-north-epping-nsw-2121-13976137,"1 Gregory Ave, North Epping",4,2,2,763m2,$1.60M,$1.80M,$575/w,$650/w,House 1988 763m2 Residential - A 9/DP203441 ,03 Jun 2020 Sold $1.61M,06 Jul 1988 Sold $218k,06 Jul 1988 Sold $218k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/20-douglas-ave-north-epping-nsw-2121-12768518,"20 Douglas Ave, North Epping",4,3,2,739m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 270m2 739m2 Residential - A 11/228098 ,30 May 2020 Sold $1.86M,17 May 2013 Sold $905k,17 May 2013 Sold $905k,270m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/19-douglas-ave-north-epping-nsw-2121-13509082,"19 Douglas Ave, North Epping",3,1,1,751m2,$1.40M,$1.50M,$750/w,$850/w,House 1984 751m2 Residential - A 7/DP228098 ,15 May 2020 Sold $1.48M,06 Mar 2019 Sold ,15 Jul 1986 Sold $112k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/18-eastcote-rd-north-epping-nsw-2121-13954583,"18 Eastcote Rd, North Epping",3,1,1,790m2,$1.60M,$1.80M,$750/w,$850/w,House 1984 790m2 Residential - A 18/27760 ,09 May 2020 Sold $1.71M,18 Dec 1992 Sold $225k,18 Dec 1992 Sold $225k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/20-bedford-rd-north-epping-nsw-2121-13979258,"20 Bedford Rd, North Epping",3,1,1,1108m2,$1.60M,$1.80M,$650/w,$750/w,House 1979 1108m2 Residential - A 16/DP28412 ,28 Apr 2020 Sold $1.21M,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/32-waterloo-rd-north-epping-nsw-2121-13981426,"32 Waterloo Rd, North Epping",3,1,1,855m2,$1.20M,$1.30M,$650/w,$750/w,House 1974 855m2 Residential - A 5/DP28407 ,17 Apr 2020 Sold $1.15M,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/27-callistemon-cl-north-epping-nsw-2121-12900054,"27 Callistemon Cl, North Epping",5,6,2,850m2,$1.60M,$1.80M,$750/w,$850/w,House 2011 850m2 Residential - A 20/DP246722 ,31 Mar 2020 Sold $1.71M,11 May 1987 Sold $200k,11 May 1987 Sold $200k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/25-boundary-rd-north-epping-nsw-2121-13760622,"25 Boundary Rd, North Epping",5,3,3,784m2,$2.20M,$2.40M,$425/w,$500/w,House 2007 299m2 784m2 Residential - A 3/28931 ,31 Mar 2020 Sold $1,19 May 1997 Sold $258k,19 May 1997 Sold $258k,299m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/25-devon-st-north-epping-nsw-2121-12233366,"25 Devon St, North Epping",4,2,4,916m2,$1.40M,$1.50M,$650/w,$750/w,House 1991 916m2 Residential - A 13/24610 ,21 Mar 2020 Sold $1.40M,"05 Mar 2020 Listed for Sale 1,400,000",22 Jan 2019 Listed for Rent DEPOSIT TAKEN,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/14-douglas-ave-north-epping-nsw-2121-13149825,"14 Douglas Ave, North Epping",4,3,2,715m2,$1.60M,$1.80M,$750/w,$850/w,House 1998 715m2 Residential - A 11/31170 ,11 Mar 2020 Sold $1.86M,06 Nov 1998 Sold $452k,06 Nov 1998 Sold $452k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/35-grayson-rd-north-epping-nsw-2121-13981752,"35 Grayson Rd, North Epping",4,2,2,939m2,$1.50M,$1.60M,$650/w,$750/w,House 1978 939m2 Residential - A 24/DP30491 ,13 Jan 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/21-nirimba-ave-north-epping-nsw-2121-13979443,"21 Nirimba Ave, North Epping",3,1,1,743m2,$1.40M,$1.50M,$650/w,$750/w,House 1979 743m2 Residential - A 19/DP201195 ,31 Dec 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/8-grayson-rd-north-epping-nsw-2121-13985192,"8 Grayson Rd, North Epping",3,1,1,809m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 809m2 Residential - A 14/DP29749 ,21 Dec 2019 Sold $1.47M,05 Mar 2019 Listed for Rent $620 Per Week,15 Dec 2018 Sold $1.13M,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/4-newton-st-north-epping-nsw-2121-13982289,"4 Newton St, North Epping",3,2,1,772m2,$1.30M,$1.40M,$500/w,$575/w,House 1979 772m2 Residential - A 19/DP25041 ,20 Dec 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/5a-pinner-cl-north-epping-nsw-2121-2129706,"5a Pinner Cl, North Epping",4,2,2,737m2,$1.80M,$2.00M,$650/w,$750/w,House 1940 170m2 737m2 Residential - A 253/DP1061268 ,14 Dec 2019 Sold $1.83M,19 Sep 2008 Sold $820k,19 Sep 2008 Sold $820k,170m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/45-grayson-rd-north-epping-nsw-2121-13982826,"45 Grayson Rd, North Epping",3,1,1,939m2,$1.40M,$1.50M,$575/w,$650/w,House 1978 939m2 Residential - A 29/DP30491 ,13 Dec 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/16-gillard-way-north-epping-nsw-2121-4030868,"16 Gillard Way, North Epping",5,3,2,602m2,$1.60M,$1.80M,$750/w,$850/w,House 2009 246m2 602m2 Vacant Land Residential - A 9/286095 ,23 Jan 2020 Listed for Rent $900,11 Dec 2019 Sold $1.73M,12 Jul 2019 Listed for Sale Contact Agent,246m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/6-boundary-rd-north-epping-nsw-2121-13367068,"6 Boundary Rd, North Epping",5,3,2,752m2,$2.60M,$2.80M,$425/w,$500/w,House 1970 160m2 752m2 Residential - A ,07 Dec 2019 Sold $2.85M,13 Nov 2019 Listed for Sale Auction this Saturday from 8.30am,28 Jun 2017 Sold $1.64M,160m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/112-boundary-rd-north-epping-nsw-2121-13410772,"112 Boundary Rd, North Epping",3,1,1,813m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 813m2 Residential - A 3/DP24443 ,07 Dec 2019 Sold $1.83M,30 May 1986 Sold $110k,05 Apr 1983 Sold $87k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/123-boundary-rd-north-epping-nsw-2121-13494475,"123 Boundary Rd, North Epping",5,3,2,784m2,$2.20M,$2.40M,$425/w,$500/w,House 1957 130m2 784m2 Residential - A 1/DP397290 ,02 Dec 2019 Sold $2.60M,11 Nov 2019 Listed for Sale Auction 07/12/19 On site,30 Jun 2017 Sold $1.50M,130m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/18-waterloo-rd-north-epping-nsw-2121-4566307,"18 Waterloo Rd, North Epping",4,2,2,696m2,$1.50M,$1.60M,$575/w,$650/w,House 1982 696m2 Residence Residential - A 3/27323 ,30 Nov 2019 Sold $1.51M,22 Jul 2013 Sold $503k,19 Mar 2002 Sold $595k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/332-malton-rd-north-epping-nsw-2121-4743004,"332 Malton Rd, North Epping",3,1,1,929m2,$1.50M,$1.60M,$500/w,$575/w,House 1980 929m2 Residence Residential - A 4/28373 ,21 Nov 2019 Sold $1.41M,09 Jun 2006 Sold $650k,15 Jan 2003 Sold $575k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/70-boundary-rd-north-epping-nsw-2121-19422067,"70 Boundary Rd, North Epping",3,1,1,770m2,$1.30M,$1.40M,$575/w,$650/w,House 1978 770m2 Residential - A 14/DP220669 ,19 Nov 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/41-belinda-cres-north-epping-nsw-2121-12818684,"41 Belinda Cres, North Epping",4,3,2,1100m2,$1.40M,$1.50M,$650/w,$750/w,House 1980 1100m2 Residential - A 3/211420 ,08 Nov 2019 Sold $1.39M,10 Aug 2016 Listed for Sale Contact Agent,29 Oct 1997 Sold $375k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/24a-waterloo-rd-north-epping-nsw-2121-4486992,"24a Waterloo Rd, North Epping",4,3,2,557m2,$1.60M,$1.80M,$500/w,$575/w,House 2000 204m2 557m2 Residence Residential - A 4/1011908 ,06 Nov 2019 Sold $1.60M,25 Oct 2002 Sold $698k,,204m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/59-grigg-ave-north-epping-nsw-2121-12685947,"59 Grigg Ave, North Epping",3,1,1,798m2,$1.30M,$1.40M,$575/w,$650/w,House 1988 798m2 Residential - A 31/DP203441 ,02 Nov 2019 Sold $1.35M,19 Aug 1988 Sold $190k,19 Aug 1988 Sold $190k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/30-marcella-st-north-epping-nsw-2121-13351080,"30 Marcella St, North Epping",4,2,4,739m2,$1.50M,$1.60M,$750/w,$850/w,House 1984 739m2 Residential - A 1/231814 ,02 Nov 2019 Sold $1.66M,07 Feb 2018 Listed for Sale Contact Agent,29 Jun 1984 Sold $110k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/9-newton-st-north-epping-nsw-2121-13985712,"9 Newton St, North Epping",5,4,2,765m2,$2.20M,$2.40M,$350/w,$425/w,House 1979 765m2 Residential - A 5/DP25041 ,02 Nov 2019 Sold $2.60M,09 Oct 2019 Listed for Sale Auction 2/11/19 at 2pm On site,12 Jun 2018 Sold $1.50M,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/259-malton-rd-north-epping-nsw-2121-12716306,"259 Malton Rd, North Epping",3,2,2,872m2,$1.50M,$1.60M,$850/w,$950/w,House 1960 128m2 872m2 Residence Residential - A G/368129 ,31 Oct 2019 Sold ,19 Jul 2012 Sold $848k,,128m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/142-norfolk-rd-north-epping-nsw-2121-13257761,"142 Norfolk Rd, North Epping",4,3,1,999m2,$1.80M,$2.00M,$750/w,$850/w,House 1971 999m2 Residential - A 14/DP21076 ,26 Oct 2019 Sold $1.85M,23 Jun 2018 Sold $1.70M,18 Jun 1981 Sold $130k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/18-bailey-cres-north-epping-nsw-2121-12975866,"18 Bailey Cres, North Epping",3,1,2,968m2,$1.50M,$1.60M,$500/w,$575/w,House 1960 144m2 968m2 Residential - A 9/27440 ,25 Oct 2019 Sold ,13 Oct 1993 Sold $345k,13 Oct 1993 Sold $345k,144m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/26-eastcote-rd-north-epping-nsw-2121-13954589,"26 Eastcote Rd, North Epping",4,2,2,530m2,$1.40M,$1.50M,$500/w,$575/w,House 1990 530m2 Residential - A 31/DP1187481 ,22 Oct 2019 Sold $1.42M,25 Jul 1990 Sold $250k,25 Jul 1990 Sold $250k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/20-grayson-rd-north-epping-nsw-2121-13979245,"20 Grayson Rd, North Epping",4,3,2,885m2,$2.00M,$2.20M,$850/w,$950/w,House 2006 336m2 885m2 Residential - A 17/30491 ,16 Oct 2019 Sold $2.10M,19 Mar 1997 Sold $305k,19 Mar 1997 Sold $305k,336m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/2-braidwood-ave-north-epping-nsw-2121-4052230,"2 Braidwood Ave, North Epping",3,1,1,720m2,$2.00M,$2.20M,$650/w,$750/w,House 1980 720m2 Residence Residential - A 2/30369 ,15 Oct 2019 Sold $2.20M,18 Jun 2018 Sold $1.15M,19 Dec 2008 Sold $585k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/12-nirimba-ave-north-epping-nsw-2121-13977067,"12 Nirimba Ave, North Epping",4,1,1,758m2,$1.50M,$1.60M,$500/w,$575/w,House 1980 758m2 Residential - A 28/DP201195 ,12 Oct 2019 Sold ,12 Oct 2019 Sold $1.57M,06 Nov 1987 Sold $128k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/59-eastcote-rd-north-epping-nsw-2121-18753024,"59 Eastcote Rd, North Epping",4,3,2,740m2,$1.60M,$1.80M,$650/w,$750/w,House 2000 740m2 Residential - A 8/30128 ,08 Sep 2019 Sold $1.50M,"03 Oct 2018 Listed for Sale For Sale Now, $1,500,000 - $1,550,000",27 Mar 2000 Sold $485k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/16-eastcote-rd-north-epping-nsw-2121-13954595,"16 Eastcote Rd, North Epping",2,1,1,797m2,$1.30M,$1.40M,$500/w,$575/w,House 1978 797m2 Residential - A 16/DP27760 ,17 Aug 2019 Sold $1.20M,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/52-downes-st-north-epping-nsw-2121-13983514,"52 Downes St, North Epping",3,1,1,856m2,$1.30M,$1.40M,$500/w,$575/w,House 1986 856m2 Residential - A 19/DP200540 ,10 Aug 2019 Sold $1.18M,23 Oct 1986 Sold $105k,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/21-grayson-rd-north-epping-nsw-2121-13979427,"21 Grayson Rd, North Epping",4,2,2,780m2,$1.50M,$1.60M,$650/w,$750/w,House 1961 281m2 780m2 Residential - A 8/DP29749 ,31 Jul 2019 Sold $1.36M,,,281m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/50a-downes-st-north-epping-nsw-2121-2418709,"50a Downes St, North Epping",3,2,1,481m2,$1.30M,$1.40M,$575/w,$650/w,House 2007 481m2 Residential - A 181/DP840901 ,31 Jul 2019 Sold ,13 Apr 2007 Sold $585k,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/15-eastcote-rd-north-epping-nsw-2121-13954586,"15 Eastcote Rd, North Epping",3,1,1,695m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 695m2 Residential - A 15A/29615 ,26 Jul 2019 Sold ,30 Jul 2013 Sold $775k,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/241-malton-rd-north-epping-nsw-2121-13257348,"241 Malton Rd, North Epping",3,1,1,857m2,$1.60M,$1.80M,$500/w,$575/w,House 1977 857m2 Residential - A 8/DP19519 ,13 Jul 2019 Sold $1.44M,,,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/22-nirimba-ave-north-epping-nsw-2121-13979638,"22 Nirimba Ave, North Epping",3,2,1,743m2,$1.30M,$1.40M,$650/w,$750/w,House 1979 743m2 Residential - A 23/DP201195 ,09 Jul 2019 Sold $1.25M,26 Apr 1979 Sold $64k,26 Apr 1979 Sold $64k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/50-downes-st-north-epping-nsw-2121-4533860,"50 Downes St, North Epping",3,1,1,408m2,$1.20M,$1.30M,$650/w,$750/w,House 1986 408m2 Residence Residential - A 182/840901 ,04 Jul 2019 Sold $1.05M,14 Jun 2002 Sold $480k,12 Jun 1986 Sold $112k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/15-newton-st-north-epping-nsw-2121-19257582,"15 Newton St, North Epping",4,2,2,758m2,$1.50M,$1.60M,$1100/w,$1250/w,House 1950 149m2 758m2 Residential - A 7/DP25041 ,05 Jun 2019 Sold ,,,149m2
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/26-marcella-st-north-epping-nsw-2121-4711277,"26 Marcella St, North Epping",3,2,2,328m2,$1.20M,$1.30M,$650/w,$750/w,House 1990 328m2 Residence Residential - A 12/865563 ,05 Jun 2019 Sold $1.06M,29 Apr 2009 Sold $585k,16 May 1997 Sold $265k,
0,https://www.onthehouse.com.au/property/nsw/north-epping-2121/24-woodvale-ave-north-epping-nsw-2121-13979982,"24 Woodvale Ave, North Epping",3,1,1,1166m2,$1.60M,$1.80M,$500/w,$575/w,House 1978 1166m2 Residential - A 27/DP28407 ,31 May 2019 Sold $1.15M,,,
